cp,municipio,year,population
50013,Alcalá de Ebro,2019,246
50013,Alcalá de Ebro,2018,251
50013,Alcalá de Ebro,2017,270
50013,Alcalá de Ebro,2016,263
50013,Alcalá de Ebro,2015,279
50013,Alcalá de Ebro,2014,281
50013,Alcalá de Ebro,2013,270
50013,Alcalá de Ebro,2012,284
50013,Alcalá de Ebro,2011,283
50013,Alcalá de Ebro,2010,276
50014,Alcalá de Moncayo,2020,143
50014,Alcalá de Moncayo,2019,143
50014,Alcalá de Moncayo,2018,144
50014,Alcalá de Moncayo,2017,152
50014,Alcalá de Moncayo,2016,175
50014,Alcalá de Moncayo,2015,186
50014,Alcalá de Moncayo,2014,183
50014,Alcalá de Moncayo,2013,184
50014,Alcalá de Moncayo,2012,193
50014,Alcalá de Moncayo,2011,205
50014,Alcalá de Moncayo,2010,153
50015,Alconchel de Ariza,2020,76
50015,Alconchel de Ariza,2019,62
50015,Alconchel de Ariza,2018,63
50015,Alconchel de Ariza,2017,70
50015,Alconchel de Ariza,2016,76
50015,Alconchel de Ariza,2015,80
50015,Alconchel de Ariza,2014,82
50015,Alconchel de Ariza,2013,85
50015,Alconchel de Ariza,2012,90
50015,Alconchel de Ariza,2011,96
50015,Alconchel de Ariza,2010,99
50016,Aldehuela de Liestos,2020,51
50016,Aldehuela de Liestos,2019,48
50016,Aldehuela de Liestos,2018,49
50016,Aldehuela de Liestos,2017,53
50016,Aldehuela de Liestos,2016,53
50016,Aldehuela de Liestos,2015,57
50016,Aldehuela de Liestos,2014,50
50016,Aldehuela de Liestos,2013,48
50016,Aldehuela de Liestos,2012,51
50016,Aldehuela de Liestos,2011,52
50016,Aldehuela de Liestos,2010,48
50017,Alfajarín,2020,2339
50017,Alfajarín,2019,2315
50017,Alfajarín,2018,2312
50017,Alfajarín,2017,2288
50017,Alfajarín,2016,2298
50017,Alfajarín,2015,2266
50017,Alfajarín,2014,2250
50017,Alfajarín,2013,2235
50017,Alfajarín,2012,2259
50017,Alfajarín,2011,2215
50017,Alfajarín,2010,2168
50018,Alfamén,2020,1443
50018,Alfamén,2019,1446
50018,Alfamén,2018,1441
50018,Alfamén,2017,1460
50018,Alfamén,2016,1466
50018,Alfamén,2015,1466
50018,Alfamén,2014,1475
50018,Alfamén,2013,1517
50018,Alfamén,2012,1609
50018,Alfamén,2011,1577
50018,Alfamén,2010,1509
50019,Alforque,2020,65
50019,Alforque,2019,68
50019,Alforque,2018,62
50019,Alforque,2017,57
50019,Alforque,2016,58
50019,Alforque,2015,64
50019,Alforque,2014,70
50019,Alforque,2013,78
50019,Alforque,2012,86
50019,Alforque,2011,87
50019,Alforque,2010,81
50020,Alhama de Aragón,2020,1011
50020,Alhama de Aragón,2019,1020
50020,Alhama de Aragón,2018,1036
50020,Alhama de Aragón,2017,1053
50020,Alhama de Aragón,2016,1034
50020,Alhama de Aragón,2015,1077
50020,Alhama de Aragón,2014,1115
50020,Alhama de Aragón,2013,1106
50020,Alhama de Aragón,2012,1124
50020,Alhama de Aragón,2011,1146
50020,Alhama de Aragón,2010,1172
50021,Almochuel,2020,24
50021,Almochuel,2019,25
50021,Almochuel,2018,29
50021,Almochuel,2017,30
50021,Almochuel,2016,31
50021,Almochuel,2015,34
50021,Almochuel,2014,35
50021,Almochuel,2013,38
50021,Almochuel,2012,42
50021,Almochuel,2011,37
50021,Almochuel,2010,26
50022,Almolda,La,2020,554
50022,Almolda,La,2019,553
50022,Almolda,La,2018,567
50022,Almolda,La,2017,562
50022,Almolda,La,2016,581
50022,Almolda,La,2015,593
50022,Almolda,La,2014,602
50022,Almolda,La,2013,608
50022,Almolda,La,2012,611
50022,Almolda,La,2011,615
50022,Almolda,La,2010,619
50023,Almonacid de la Cuba,2020,230
50023,Almonacid de la Cuba,2019,243
50023,Almonacid de la Cuba,2018,252
50023,Almonacid de la Cuba,2017,260
50023,Almonacid de la Cuba,2016,261
50023,Almonacid de la Cuba,2015,255
50023,Almonacid de la Cuba,2014,244
50023,Almonacid de la Cuba,2013,244
50023,Almonacid de la Cuba,2012,252
50023,Almonacid de la Cuba,2011,270
50023,Almonacid de la Cuba,2010,283
50024,Almonacid de la Sierra,2020,753
50024,Almonacid de la Sierra,2019,735
50024,Almonacid de la Sierra,2018,691
50024,Almonacid de la Sierra,2017,701
50024,Almonacid de la Sierra,2016,703
50024,Almonacid de la Sierra,2015,731
50024,Almonacid de la Sierra,2014,752
50024,Almonacid de la Sierra,2013,744
50024,Almonacid de la Sierra,2012,781
50024,Almonacid de la Sierra,2011,824
50024,Almonacid de la Sierra,2010,790
50025,Almunia de Doña Godina,La,2020,8091
50025,Almunia de Doña Godina,La,2019,7951
50025,Almunia de Doña Godina,La,2018,7819
50025,Almunia de Doña Godina,La,2017,7660
50025,Almunia de Doña Godina,La,2016,7692
50025,Almunia de Doña Godina,La,2015,7680
50025,Almunia de Doña Godina,La,2014,7836
50025,Almunia de Doña Godina,La,2013,7766
50025,Almunia de Doña Godina,La,2012,7792
50025,Almunia de Doña Godina,La,2011,7851
50025,Almunia de Doña Godina,La,2010,7802
50026,Alpartir,2020,568
50026,Alpartir,2019,555
50026,Alpartir,2018,579
50026,Alpartir,2017,546
50026,Alpartir,2016,547
50026,Alpartir,2015,564
50026,Alpartir,2014,574
50026,Alpartir,2013,567
50026,Alpartir,2012,570
50026,Alpartir,2011,570
50026,Alpartir,2010,564
50027,Ambel,2020,253
50027,Ambel,2019,254
50027,Ambel,2018,256
50027,Ambel,2017,254
50027,Ambel,2016,256
50027,Ambel,2015,256
50027,Ambel,2014,258
50027,Ambel,2013,270
50027,Ambel,2012,281
50027,Ambel,2011,290
50027,Ambel,2010,305
50028,Anento,2020,95
50028,Anento,2019,106
50028,Anento,2018,95
50028,Anento,2017,93
50028,Anento,2016,101
50028,Anento,2015,105
50028,Anento,2014,105
50028,Anento,2013,108
50028,Anento,2012,126
50028,Anento,2011,133
50028,Anento,2010,136
50029,Aniñón,2020,684
50029,Aniñón,2019,706
50029,Aniñón,2018,708
50029,Aniñón,2017,723
50029,Aniñón,2016,740
50029,Aniñón,2015,761
50029,Aniñón,2014,757
50029,Aniñón,2013,789
50029,Aniñón,2012,801
50029,Aniñón,2011,803
50029,Aniñón,2010,818
50030,Añón de Moncayo,2020,222
50030,Añón de Moncayo,2019,212
50030,Añón de Moncayo,2018,213
50030,Añón de Moncayo,2017,200
50030,Añón de Moncayo,2016,197
50030,Añón de Moncayo,2015,206
50030,Añón de Moncayo,2014,210
50030,Añón de Moncayo,2013,212
50030,Añón de Moncayo,2012,213
50030,Añón de Moncayo,2011,208
50030,Añón de Moncayo,2010,205
50031,Aranda de Moncayo,2020,145
50031,Aranda de Moncayo,2019,152
50031,Aranda de Moncayo,2018,160
50031,Aranda de Moncayo,2017,174
50031,Aranda de Moncayo,2016,186
50031,Aranda de Moncayo,2015,187
50031,Aranda de Moncayo,2014,186
50031,Aranda de Moncayo,2013,185
50031,Aranda de Moncayo,2012,198
50031,Aranda de Moncayo,2011,208
50031,Aranda de Moncayo,2010,214
50032,Arándiga,2020,278
50032,Arándiga,2019,302
50032,Arándiga,2018,309
50032,Arándiga,2017,308
50032,Arándiga,2016,317
50032,Arándiga,2015,340
50032,Arándiga,2014,369
50032,Arándiga,2013,367
50032,Arándiga,2012,385
50032,Arándiga,2011,412
50032,Arándiga,2010,406
50033,Ardisa,2020,74
50033,Ardisa,2019,70
50033,Ardisa,2018,72
50033,Ardisa,2017,72
50033,Ardisa,2016,72
50033,Ardisa,2015,74
50033,Ardisa,2014,70
50033,Ardisa,2013,81
50033,Ardisa,2012,83
50033,Ardisa,2011,85
50033,Ardisa,2010,80
50034,Ariza,2020,1100
50034,Ariza,2019,1115
50034,Ariza,2018,1139
50034,Ariza,2017,1133
50034,Ariza,2016,1139
50034,Ariza,2015,1196
50034,Ariza,2014,1185
50034,Ariza,2013,1207
50034,Ariza,2012,1227
50034,Ariza,2011,1286
50034,Ariza,2010,1279
50035,Artieda,2020,80
50035,Artieda,2019,80
50035,Artieda,2018,73
50035,Artieda,2017,75
50035,Artieda,2016,79
50035,Artieda,2015,81
50035,Artieda,2014,86
50035,Artieda,2013,90
50035,Artieda,2012,90
50035,Artieda,2011,92
50035,Artieda,2010,94
50036,Asín,2020,98
50036,Asín,2019,110
50036,Asín,2018,96
50036,Asín,2017,102
50036,Asín,2016,106
50036,Asín,2015,104
50036,Asín,2014,105
50036,Asín,2013,103
50036,Asín,2012,115
50036,Asín,2011,110
50036,Asín,2010,104
50037,Atea,2020,147
50037,Atea,2019,151
50037,Atea,2018,156
50037,Atea,2017,145
50037,Atea,2016,131
50037,Atea,2015,112
50037,Atea,2014,155
50037,Atea,2013,167
50037,Atea,2012,152
50037,Atea,2011,128
50037,Atea,2010,125
50038,Ateca,2020,1762
50038,Ateca,2019,1762
50038,Ateca,2018,1793
50038,Ateca,2017,1825
50038,Ateca,2016,1856
50038,Ateca,2015,1968
50038,Ateca,2014,2019
50038,Ateca,2013,2061
50038,Ateca,2012,2099
50038,Ateca,2011,2160
50038,Ateca,2010,2151
50039,Azuara,2020,529
50039,Azuara,2019,540
50039,Azuara,2018,543
50039,Azuara,2017,551
50039,Azuara,2016,576
50039,Azuara,2015,606
50039,Azuara,2014,630
50039,Azuara,2013,643
50039,Azuara,2012,680
50039,Azuara,2011,702
50039,Azuara,2010,701
50040,Badules,2020,78
50040,Badules,2019,85
50040,Badules,2018,83
50040,Badules,2017,87
50040,Badules,2016,88
50040,Badules,2015,95
50040,Badules,2014,97
50040,Badules,2013,102
50040,Badules,2012,100
50040,Badules,2011,100
50040,Badules,2010,95
50041,Bagüés,2020,16
50041,Bagüés,2019,17
50041,Bagüés,2018,12
50041,Bagüés,2017,11
50041,Bagüés,2016,12
50041,Bagüés,2015,13
50041,Bagüés,2014,15
50041,Bagüés,2013,20
50041,Bagüés,2012,20
50041,Bagüés,2011,21
50041,Bagüés,2010,23
50042,Balconchán,2020,20
50042,Balconchán,2019,16
50042,Balconchán,2018,17
50042,Balconchán,2017,16
50042,Balconchán,2016,14
50042,Balconchán,2015,13
50042,Balconchán,2014,12
50042,Balconchán,2013,14
50042,Balconchán,2012,14
50042,Balconchán,2011,15
50042,Balconchán,2010,12
50043,Bárboles,2020,282
50043,Bárboles,2019,293
50043,Bárboles,2018,300
50043,Bárboles,2017,312
50043,Bárboles,2016,326
50043,Bárboles,2015,340
50043,Bárboles,2014,317
50043,Bárboles,2013,316
50043,Bárboles,2012,327
50043,Bárboles,2011,326
50043,Bárboles,2010,333
50044,Bardallur,2020,254
50044,Bardallur,2019,254
50044,Bardallur,2018,261
50044,Bardallur,2017,258
50044,Bardallur,2016,272
50044,Bardallur,2015,282
50044,Bardallur,2014,297
50044,Bardallur,2013,311
50044,Bardallur,2012,325
50044,Bardallur,2011,328
50044,Bardallur,2010,327
50045,Belchite,2020,1526
50045,Belchite,2019,1505
50045,Belchite,2018,1528
50045,Belchite,2017,1526
50045,Belchite,2016,1559
50045,Belchite,2015,1562
50045,Belchite,2014,1589
50045,Belchite,2013,1633
50045,Belchite,2012,1655
50045,Belchite,2011,1683
50045,Belchite,2010,1665
50046,Belmonte de Gracián,2020,194
50046,Belmonte de Gracián,2019,197
50046,Belmonte de Gracián,2018,198
50046,Belmonte de Gracián,2017,206
50046,Belmonte de Gracián,2016,211
50046,Belmonte de Gracián,2015,211
50046,Belmonte de Gracián,2014,221
50046,Belmonte de Gracián,2013,233
50046,Belmonte de Gracián,2012,238
50046,Belmonte de Gracián,2011,236
50046,Belmonte de Gracián,2010,236
50047,Berdejo,2020,40
50047,Berdejo,2019,47
50047,Berdejo,2018,47
50047,Berdejo,2017,51
50047,Berdejo,2016,52
50047,Berdejo,2015,53
50047,Berdejo,2014,55
50047,Berdejo,2013,61
50047,Berdejo,2012,63
50047,Berdejo,2011,71
50047,Berdejo,2010,64
50048,Berrueco,2020,32
50048,Berrueco,2019,34
50048,Berrueco,2018,33
50048,Berrueco,2017,33
50048,Berrueco,2016,35
50048,Berrueco,2015,37
50048,Berrueco,2014,38
50048,Berrueco,2013,41
50048,Berrueco,2012,42
50048,Berrueco,2011,45
50048,Berrueco,2010,43
50901,Biel,2020,155
50901,Biel,2019,154
50901,Biel,2018,140
50901,Biel,2017,133
50901,Biel,2016,143
50901,Biel,2015,148
50901,Biel,2014,157
50901,Biel,2013,167
50901,Biel,2012,168
50901,Biel,2011,166
50901,Biel,2010,186
50050,Bijuesca,2020,94
50050,Bijuesca,2019,94
50050,Bijuesca,2018,98
50050,Bijuesca,2017,99
50050,Bijuesca,2016,99
50050,Bijuesca,2015,100
50050,Bijuesca,2014,105
50050,Bijuesca,2013,108
50050,Bijuesca,2012,114
50050,Bijuesca,2011,115
50050,Bijuesca,2010,113
50051,Biota,2020,930
50051,Biota,2019,941
50051,Biota,2018,948
50051,Biota,2017,959
50051,Biota,2016,971
50051,Biota,2015,1002
50051,Biota,2014,1022
50051,Biota,2013,1036
50051,Biota,2012,1073
50051,Biota,2011,1095
50051,Biota,2010,1115
50052,Bisimbre,2020,81
50052,Bisimbre,2019,92
50052,Bisimbre,2018,97
50052,Bisimbre,2017,99
50052,Bisimbre,2016,102
50052,Bisimbre,2015,97
50052,Bisimbre,2014,97
50052,Bisimbre,2013,100
50052,Bisimbre,2012,99
50052,Bisimbre,2011,108
50052,Bisimbre,2010,109
50053,Boquiñeni,2020,776
50053,Boquiñeni,2019,787
50053,Boquiñeni,2018,808
50053,Boquiñeni,2017,844
50053,Boquiñeni,2016,852
50053,Boquiñeni,2015,871
50053,Boquiñeni,2014,896
50053,Boquiñeni,2013,923
50053,Boquiñeni,2012,956
50053,Boquiñeni,2011,985
50053,Boquiñeni,2010,995
50054,Bordalba,2020,52
50054,Bordalba,2019,56
50054,Bordalba,2018,56
50054,Bordalba,2017,58
50054,Bordalba,2016,59
50054,Bordalba,2015,62
50054,Bordalba,2014,64
50054,Bordalba,2013,68
50054,Bordalba,2012,71
50054,Bordalba,2011,73
50054,Bordalba,2010,74
50055,Borja,2020,4978
50055,Borja,2019,4969
50055,Borja,2018,4922
50055,Borja,2017,4946
50055,Borja,2016,4955
50055,Borja,2015,4930
50055,Borja,2014,4931
50055,Borja,2013,4915
50055,Borja,2012,5057
50055,Borja,2011,5020
50055,Borja,2010,5042
50056,Botorrita,2020,490
50056,Botorrita,2019,488
50056,Botorrita,2018,498
50056,Botorrita,2017,506
50056,Botorrita,2016,489
50056,Botorrita,2015,484
50056,Botorrita,2014,506
50056,Botorrita,2013,516
50056,Botorrita,2012,532
50056,Botorrita,2011,526
50056,Botorrita,2010,536
50057,Brea de Aragón,2020,1589
50057,Brea de Aragón,2019,1609
50057,Brea de Aragón,2018,1665
50057,Brea de Aragón,2017,1682
50057,Brea de Aragón,2016,1694
50057,Brea de Aragón,2015,1719
50057,Brea de Aragón,2014,1734
50057,Brea de Aragón,2013,1754
50057,Brea de Aragón,2012,1795
50057,Brea de Aragón,2011,1816
50057,Brea de Aragón,2010,1854
50058,Bubierca,2020,65
50058,Bubierca,2019,66
50058,Bubierca,2018,63
50058,Bubierca,2017,66
50058,Bubierca,2016,69
50058,Bubierca,2015,76
50058,Bubierca,2014,76
50058,Bubierca,2013,78
50058,Bubierca,2012,84
50058,Bubierca,2011,82
50058,Bubierca,2010,83
50059,Bujaraloz,2020,980
50059,Bujaraloz,2019,985
50059,Bujaraloz,2018,1005
50059,Bujaraloz,2017,1001
50059,Bujaraloz,2016,996
50059,Bujaraloz,2015,1008
50059,Bujaraloz,2014,1021
50059,Bujaraloz,2013,1044
50059,Bujaraloz,2012,1054
50059,Bujaraloz,2011,1048
50059,Bujaraloz,2010,1055
50060,Bulbuente,2020,220
50060,Bulbuente,2019,221
50060,Bulbuente,2018,217
50060,Bulbuente,2017,218
50060,Bulbuente,2016,227
50060,Bulbuente,2015,236
50060,Bulbuente,2014,239
50060,Bulbuente,2013,241
50060,Bulbuente,2012,235
50060,Bulbuente,2011,241
50060,Bulbuente,2010,248
50061,Bureta,2020,206
50061,Bureta,2019,214
50061,Bureta,2018,217
50061,Bureta,2017,222
50061,Bureta,2016,237
50061,Bureta,2015,253
50061,Bureta,2014,258
50061,Bureta,2013,268
50061,Bureta,2012,268
50061,Bureta,2011,272
50061,Bureta,2010,269
50062,Burgo de Ebro,El,2020,2486
50062,Burgo de Ebro,El,2019,2436
50062,Burgo de Ebro,El,2018,2432
50062,Burgo de Ebro,El,2017,2431
50062,Burgo de Ebro,El,2016,2383
50062,Burgo de Ebro,El,2015,2348
50062,Burgo de Ebro,El,2014,2381
50062,Burgo de Ebro,El,2013,2366
50062,Burgo de Ebro,El,2012,2363
50062,Burgo de Ebro,El,2011,2341
50062,Burgo de Ebro,El,2010,2321
50063,Buste,El,2020,71
50063,Buste,El,2019,66
50063,Buste,El,2018,72
50063,Buste,El,2017,68
50063,Buste,El,2016,64
50063,Buste,El,2015,66
50063,Buste,El,2014,68
50063,Buste,El,2013,76
50063,Buste,El,2012,82
50063,Buste,El,2011,83
50063,Buste,El,2010,88
50064,Cabañas de Ebro,2020,496
50064,Cabañas de Ebro,2019,505
50064,Cabañas de Ebro,2018,498
50064,Cabañas de Ebro,2017,501
50064,Cabañas de Ebro,2016,508
50064,Cabañas de Ebro,2015,527
50064,Cabañas de Ebro,2014,536
50064,Cabañas de Ebro,2013,540
50064,Cabañas de Ebro,2012,553
50064,Cabañas de Ebro,2011,550
50064,Cabañas de Ebro,2010,556
50065,Cabolafuente,2020,53
50065,Cabolafuente,2019,33
50065,Cabolafuente,2018,32
50065,Cabolafuente,2017,34
50065,Cabolafuente,2016,35
50065,Cabolafuente,2015,38
50065,Cabolafuente,2014,39
50065,Cabolafuente,2013,41
50065,Cabolafuente,2012,44
50065,Cabolafuente,2011,46
50065,Cabolafuente,2010,49
50066,Cadrete,2020,4235
50066,Cadrete,2019,4032
50066,Cadrete,2018,3891
50066,Cadrete,2017,3749
50066,Cadrete,2016,3655
50066,Cadrete,2015,3602
50066,Cadrete,2014,3538
50066,Cadrete,2013,3363
50066,Cadrete,2012,3293
50066,Cadrete,2011,3177
50066,Cadrete,2010,3054
50067,Calatayud,2020,20092
50067,Calatayud,2019,20024
50067,Calatayud,2018,20035
50067,Calatayud,2017,20173
50067,Calatayud,2016,20191
50067,Calatayud,2015,19724
50067,Calatayud,2014,20658
50067,Calatayud,2013,20926
50067,Calatayud,2012,21174
50067,Calatayud,2011,20837
50067,Calatayud,2010,21717
50068,Calatorao,2020,2860
50068,Calatorao,2019,2881
50068,Calatorao,2018,2861
50068,Calatorao,2017,2845
50068,Calatorao,2016,2829
50068,Calatorao,2015,2864
50068,Calatorao,2014,2895
50068,Calatorao,2013,2998
50068,Calatorao,2012,3015
50068,Calatorao,2011,3054
50068,Calatorao,2010,3094
50069,Calcena,2020,73
50069,Calcena,2019,72
50069,Calcena,2018,75
50069,Calcena,2017,75
50069,Calcena,2016,72
50069,Calcena,2015,79
50069,Calcena,2014,78
50069,Calcena,2013,81
50069,Calcena,2012,65
50069,Calcena,2011,70
50069,Calcena,2010,68
50070,Calmarza,2020,61
50070,Calmarza,2019,57
50070,Calmarza,2018,59
50070,Calmarza,2017,64
50070,Calmarza,2016,71
50070,Calmarza,2015,77
50070,Calmarza,2014,76
50070,Calmarza,2013,80
50070,Calmarza,2012,77
50070,Calmarza,2011,105
50070,Calmarza,2010,77
50071,Campillo de Aragón,2020,146
50071,Campillo de Aragón,2019,147
50071,Campillo de Aragón,2018,149
50071,Campillo de Aragón,2017,155
50071,Campillo de Aragón,2016,142
50071,Campillo de Aragón,2015,141
50071,Campillo de Aragón,2014,153
50071,Campillo de Aragón,2013,148
50071,Campillo de Aragón,2012,152
50071,Campillo de Aragón,2011,151
50071,Campillo de Aragón,2010,154
50072,Carenas,2020,189
50072,Carenas,2019,213
50072,Carenas,2018,177
50072,Carenas,2017,174
50072,Carenas,2016,172
50072,Carenas,2015,172
50072,Carenas,2014,175
50072,Carenas,2013,165
50072,Carenas,2012,184
50072,Carenas,2011,195
50072,Carenas,2010,195
50073,Cariñena,2020,3355
50073,Cariñena,2019,3302
50073,Cariñena,2018,3276
50073,Cariñena,2017,3339
50073,Cariñena,2016,3384
50073,Cariñena,2015,3389
50073,Cariñena,2014,3457
50073,Cariñena,2013,3537
50073,Cariñena,2012,3572
50073,Cariñena,2011,3728
50073,Cariñena,2010,3725
50074,Caspe,2020,10026
50074,Caspe,2019,9748
50074,Caspe,2018,9525
50074,Caspe,2017,9491
50074,Caspe,2016,9538
50074,Caspe,2015,9867
50074,Caspe,2014,9927
50074,Caspe,2013,9858
50074,Caspe,2012,9885
50074,Caspe,2011,9871
50074,Caspe,2010,9989
50075,Castejón de Alarba,2020,88
50075,Castejón de Alarba,2019,91
50075,Castejón de Alarba,2018,92
50075,Castejón de Alarba,2017,91
50075,Castejón de Alarba,2016,85
50075,Castejón de Alarba,2015,95
50075,Castejón de Alarba,2014,84
50075,Castejón de Alarba,2013,87
50075,Castejón de Alarba,2012,95
50075,Castejón de Alarba,2011,97
50075,Castejón de Alarba,2010,98
50076,Castejón de las Armas,2020,78
50076,Castejón de las Armas,2019,87
50076,Castejón de las Armas,2018,90
50076,Castejón de las Armas,2017,87
50076,Castejón de las Armas,2016,91
50076,Castejón de las Armas,2015,101
50076,Castejón de las Armas,2014,105
50076,Castejón de las Armas,2013,106
50076,Castejón de las Armas,2012,118
50076,Castejón de las Armas,2011,121
50076,Castejón de las Armas,2010,122
50077,Castejón de Valdejasa,2020,209
50077,Castejón de Valdejasa,2019,210
50077,Castejón de Valdejasa,2018,221
50077,Castejón de Valdejasa,2017,221
50077,Castejón de Valdejasa,2016,226
50077,Castejón de Valdejasa,2015,228
50077,Castejón de Valdejasa,2014,237
50077,Castejón de Valdejasa,2013,248
50077,Castejón de Valdejasa,2012,257
50077,Castejón de Valdejasa,2011,274
50077,Castejón de Valdejasa,2010,283
50078,Castiliscar,2020,254
50078,Castiliscar,2019,263
50078,Castiliscar,2018,265
50078,Castiliscar,2017,262
50078,Castiliscar,2016,264
50078,Castiliscar,2015,280
50078,Castiliscar,2014,292
50078,Castiliscar,2013,300
50078,Castiliscar,2012,310
50078,Castiliscar,2011,328
50078,Castiliscar,2010,338
50079,Cervera de la Cañada,2020,260
50079,Cervera de la Cañada,2019,271
50079,Cervera de la Cañada,2018,271
50079,Cervera de la Cañada,2017,286
50079,Cervera de la Cañada,2016,305
50079,Cervera de la Cañada,2015,311
50079,Cervera de la Cañada,2014,316
50079,Cervera de la Cañada,2013,318
50079,Cervera de la Cañada,2012,318
50079,Cervera de la Cañada,2011,313
50079,Cervera de la Cañada,2010,311
50080,Cerveruela,2020,34
50080,Cerveruela,2019,33
50080,Cerveruela,2018,35
50080,Cerveruela,2017,38
50080,Cerveruela,2016,34
50080,Cerveruela,2015,33
50080,Cerveruela,2014,37
50080,Cerveruela,2013,42
50080,Cerveruela,2012,41
50080,Cerveruela,2011,46
50080,Cerveruela,2010,41
50081,Cetina,2020,583
50081,Cetina,2019,593
50081,Cetina,2018,592
50081,Cetina,2017,606
50081,Cetina,2016,615
50081,Cetina,2015,645
50081,Cetina,2014,666
50081,Cetina,2013,672
50081,Cetina,2012,677
50081,Cetina,2011,687
50081,Cetina,2010,697
50092,Chiprana,2020,497
50092,Chiprana,2019,523
50092,Chiprana,2018,508
50092,Chiprana,2017,481
50092,Chiprana,2016,483
50092,Chiprana,2015,498
50092,Chiprana,2014,514
50092,Chiprana,2013,487
50092,Chiprana,2012,465
50092,Chiprana,2011,465
50092,Chiprana,2010,276
50093,Chodes,2020,104
50093,Chodes,2019,104
50093,Chodes,2018,113
50093,Chodes,2017,112
50093,Chodes,2016,125
50093,Chodes,2015,132
50093,Chodes,2014,135
50093,Chodes,2013,135
50093,Chodes,2012,147
50093,Chodes,2011,147
50093,Chodes,2010,149
50082,Cimballa,2020,94
50082,Cimballa,2019,97
50082,Cimballa,2018,93
50082,Cimballa,2017,103
50082,Cimballa,2016,109
50082,Cimballa,2015,113
50082,Cimballa,2014,114
50082,Cimballa,2013,115
50082,Cimballa,2012,118
