cp,nombre,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
44151,Molinos,1,4,7,0,3,0,3,2,3,2,0,2,2,0,3,3,7,1,2,4,2,3,5,1,1,5,1,1,1,2,2,0,0,0,0,0
44152,Monforte de Moyuela,2,1,2,3,0,0,1,3,0,1,2,0,2,2,0,0,0,2,0,2,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0
44153,Monreal del Campo,18,22,25,15,16,11,23,15,22,12,13,18,18,18,11,15,17,18,20,16,19,16,18,16,9,15,11,11,5,3,3,1,2,1,0,1
44154,Monroyo,5,4,1,5,4,4,1,4,0,4,4,2,5,2,1,4,4,3,2,3,4,0,4,2,0,0,1,1,0,0,2,0,0,0,0,0
44155,Montalbán,15,18,19,15,17,18,13,15,15,8,12,12,12,2,9,10,13,21,8,15,12,8,11,4,6,4,4,3,5,1,1,2,0,0,0,1
44156,Monteagudo del Castillo,0,2,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,1,0
44157,Monterde de Albarracín,1,1,0,0,1,3,0,1,2,1,0,2,1,1,0,4,1,3,2,0,0,1,0,1,0,2,0,0,1,1,0,0,1,0,0,0
44158,Mora de Rubielos,12,15,22,10,20,7,14,10,13,10,11,4,11,2,12,11,14,7,8,7,5,12,10,8,7,7,11,3,4,1,1,2,1,0,0,1
44159,Moscardón,1,0,0,0,1,0,0,0,1,1,1,0,2,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
44160,Mosqueruela,6,1,7,5,8,2,7,10,6,4,11,9,4,4,4,12,7,11,13,6,5,5,7,2,0,4,3,3,2,0,1,1,0,1,0,0
44161,Muniesa,8,5,9,8,7,8,5,9,9,9,9,4,6,4,4,8,8,7,8,18,9,10,3,6,2,8,6,4,2,2,2,0,0,1,1,1
44163,Noguera de Albarracín,0,2,1,2,4,1,1,0,2,1,1,0,1,0,1,1,0,2,1,3,2,2,1,0,2,2,2,0,0,0,0,1,0,0,0,0
44164,Nogueras,0,2,0,3,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
44165,Nogueruelas,5,3,1,0,3,6,2,1,1,4,2,2,5,1,0,1,6,3,4,6,2,2,1,4,4,3,0,3,2,0,1,0,2,0,1,0
44167,Obón,0,0,2,1,1,1,0,0,0,1,2,2,0,1,2,1,1,0,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
44168,Odón,1,2,2,8,3,5,4,3,7,7,5,5,4,4,0,1,4,3,1,4,3,1,4,2,1,2,1,1,1,2,0,0,0,0,0,0
44169,Ojos Negros,2,4,4,4,7,6,2,4,3,2,3,1,6,8,4,6,8,10,5,6,3,12,7,6,4,2,3,2,2,1,1,0,0,0,0,0
44171,Olba,4,2,2,0,6,2,1,5,1,1,0,1,1,1,1,0,2,3,1,1,0,2,3,3,1,0,0,2,1,0,0,0,0,0,0,0
44172,Oliete,4,4,3,2,3,7,3,3,6,5,7,4,8,5,1,5,8,1,8,9,6,11,9,5,4,5,4,3,1,1,2,0,2,1,0,0
44173,Olmos Los,0,1,3,0,1,0,1,3,2,1,3,1,2,2,1,3,1,2,3,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
44174,Orihuela del Tremedal,7,2,3,4,3,2,8,5,3,6,2,2,9,6,2,6,3,3,6,6,4,8,6,9,2,2,0,1,1,3,1,1,0,0,0,0
44175,Orrios,1,1,3,3,0,2,0,2,2,4,2,0,3,2,1,1,0,2,2,1,5,0,2,2,2,1,0,2,0,1,0,0,0,0,0,0
44176,Palomar de Arroyos,2,1,1,2,4,3,1,2,1,1,2,3,3,1,0,3,3,4,4,0,3,1,2,2,1,0,1,2,1,0,0,0,1,0,0,0
44177,Pancrudo,2,1,1,1,0,3,2,0,1,1,2,0,1,1,1,3,3,1,1,4,4,3,0,0,4,1,0,1,1,0,0,0,0,0,0,0
