cp,municipio,year,population
22016,Alcampell,2014,707
22016,Alcampell,2013,724
22016,Alcampell,2012,746
22016,Alcampell,2011,762
22016,Alcampell,2010,782
22017,Alcolea de Cinca,2020,1177
22017,Alcolea de Cinca,2019,1155
22017,Alcolea de Cinca,2018,1160
22017,Alcolea de Cinca,2017,1104
22017,Alcolea de Cinca,2016,1158
22017,Alcolea de Cinca,2015,1125
22017,Alcolea de Cinca,2014,1136
22017,Alcolea de Cinca,2013,1125
22017,Alcolea de Cinca,2012,1141
22017,Alcolea de Cinca,2011,1137
22017,Alcolea de Cinca,2010,1164
22018,Alcubierre,2020,362
22018,Alcubierre,2019,360
22018,Alcubierre,2018,363
22018,Alcubierre,2017,377
22018,Alcubierre,2016,385
22018,Alcubierre,2015,399
22018,Alcubierre,2014,401
22018,Alcubierre,2013,416
22018,Alcubierre,2012,424
22018,Alcubierre,2011,439
22018,Alcubierre,2010,433
22019,Alerre,2020,200
22019,Alerre,2019,199
22019,Alerre,2018,201
22019,Alerre,2017,200
22019,Alerre,2016,205
22019,Alerre,2015,209
22019,Alerre,2014,213
22019,Alerre,2013,213
22019,Alerre,2012,211
22019,Alerre,2011,222
22019,Alerre,2010,223
22020,Alfántega,2020,130
22020,Alfántega,2019,130
22020,Alfántega,2018,127
22020,Alfántega,2017,135
22020,Alfántega,2016,131
22020,Alfántega,2015,128
22020,Alfántega,2014,136
22020,Alfántega,2013,140
22020,Alfántega,2012,135
22020,Alfántega,2011,130
22020,Alfántega,2010,125
22021,Almudévar,2020,2377
22021,Almudévar,2019,2379
22021,Almudévar,2018,2394
22021,Almudévar,2017,2444
22021,Almudévar,2016,2472
22021,Almudévar,2015,2501
22021,Almudévar,2014,2519
22021,Almudévar,2013,2514
22021,Almudévar,2012,2519
22021,Almudévar,2011,2560
22021,Almudévar,2010,2554
22022,Almunia de San Juan,2020,666
22022,Almunia de San Juan,2019,658
22022,Almunia de San Juan,2018,654
22022,Almunia de San Juan,2017,665
22022,Almunia de San Juan,2016,672
22022,Almunia de San Juan,2015,679
22022,Almunia de San Juan,2014,681
22022,Almunia de San Juan,2013,663
22022,Almunia de San Juan,2012,664
22022,Almunia de San Juan,2011,661
22022,Almunia de San Juan,2010,664
22023,Almuniente,2020,457
22023,Almuniente,2019,460
22023,Almuniente,2018,471
22023,Almuniente,2017,486
22023,Almuniente,2016,501
22023,Almuniente,2015,522
22023,Almuniente,2014,528
22023,Almuniente,2013,538
22023,Almuniente,2012,564
22023,Almuniente,2011,550
22023,Almuniente,2010,559
22024,Alquézar,2020,312
22024,Alquézar,2019,303
22024,Alquézar,2018,296
22024,Alquézar,2017,304
22024,Alquézar,2016,299
22024,Alquézar,2015,297
22024,Alquézar,2014,297
22024,Alquézar,2013,298
22024,Alquézar,2012,301
22024,Alquézar,2011,302
22024,Alquézar,2010,313
22025,Altorricón,2020,1420
22025,Altorricón,2019,1417
22025,Altorricón,2018,1409
22025,Altorricón,2017,1420
22025,Altorricón,2016,1466
22025,Altorricón,2015,1469
22025,Altorricón,2014,1477
22025,Altorricón,2013,1447
22025,Altorricón,2012,1494
22025,Altorricón,2011,1492
22025,Altorricón,2010,1506
22027,Angüés,2020,353
22027,Angüés,2019,354
22027,Angüés,2018,367
22027,Angüés,2017,360
22027,Angüés,2016,390
22027,Angüés,2015,391
22027,Angüés,2014,404
22027,Angüés,2013,419
22027,Angüés,2012,419
22027,Angüés,2011,439
22027,Angüés,2010,429
22028,Ansó,2020,386
22028,Ansó,2019,405
22028,Ansó,2018,431
22028,Ansó,2017,411
22028,Ansó,2016,412
22028,Ansó,2015,426
22028,Ansó,2014,436
22028,Ansó,2013,447
22028,Ansó,2012,467
22028,Ansó,2011,475
22028,Ansó,2010,491
22029,Antillón,2020,135
22029,Antillón,2019,140
22029,Antillón,2018,149
22029,Antillón,2017,154
22029,Antillón,2016,155
22029,Antillón,2015,159
22029,Antillón,2014,153
22029,Antillón,2013,156
22029,Antillón,2012,148
22029,Antillón,2011,146
22029,Antillón,2010,150
22032,Aragüés del Puerto,2020,111
22032,Aragüés del Puerto,2019,115
22032,Aragüés del Puerto,2018,116
22032,Aragüés del Puerto,2017,114
22032,Aragüés del Puerto,2016,115
22032,Aragüés del Puerto,2015,119
22032,Aragüés del Puerto,2014,123
22032,Aragüés del Puerto,2013,128
22032,Aragüés del Puerto,2012,128
22032,Aragüés del Puerto,2011,133
22032,Aragüés del Puerto,2010,128
22035,Arén,2020,308
22035,Arén,2019,313
22035,Arén,2018,318
22035,Arén,2017,320
22035,Arén,2016,321
22035,Arén,2015,328
22035,Arén,2014,314
22035,Arén,2013,326
22035,Arén,2012,362
22035,Arén,2011,359
22035,Arén,2010,363
22036,Argavieso,2020,95
22036,Argavieso,2019,95
22036,Argavieso,2018,96
22036,Argavieso,2017,100
22036,Argavieso,2016,101
22036,Argavieso,2015,105
22036,Argavieso,2014,107
22036,Argavieso,2013,112
22036,Argavieso,2012,110
22036,Argavieso,2011,118
22036,Argavieso,2010,119
22037,Arguis,2020,125
22037,Arguis,2019,127
22037,Arguis,2018,129
22037,Arguis,2017,122
22037,Arguis,2016,122
22037,Arguis,2015,126
22037,Arguis,2014,125
22037,Arguis,2013,129
22037,Arguis,2012,125
22037,Arguis,2011,117
22037,Arguis,2010,118
22039,Ayerbe,2020,1017
22039,Ayerbe,2019,1009
22039,Ayerbe,2018,1041
22039,Ayerbe,2017,1071
22039,Ayerbe,2016,1100
22039,Ayerbe,2015,1116
22039,Ayerbe,2014,1097
22039,Ayerbe,2013,1111
22039,Ayerbe,2012,1117
22039,Ayerbe,2011,1125
22039,Ayerbe,2010,1119
22040,Azanuy-Alins,2020,170
22040,Azanuy-Alins,2019,168
22040,Azanuy-Alins,2018,176
22040,Azanuy-Alins,2017,173
22040,Azanuy-Alins,2016,168
22040,Azanuy-Alins,2015,173
22040,Azanuy-Alins,2014,184
22040,Azanuy-Alins,2013,181
22040,Azanuy-Alins,2012,174
22040,Azanuy-Alins,2011,181
22040,Azanuy-Alins,2010,174
22041,Azara,2020,157
22041,Azara,2019,171
22041,Azara,2018,174
22041,Azara,2017,180
22041,Azara,2016,187
22041,Azara,2015,189
22041,Azara,2014,193
22041,Azara,2013,197
22041,Azara,2012,200
22041,Azara,2011,200
22041,Azara,2010,200
22042,Azlor,2020,138
22042,Azlor,2019,143
22042,Azlor,2018,153
22042,Azlor,2017,143
22042,Azlor,2016,137
22042,Azlor,2015,141
22042,Azlor,2014,137
22042,Azlor,2013,133
22042,Azlor,2012,133
22042,Azlor,2011,133
22042,Azlor,2010,135
22043,Baélls,2020,97
22043,Baélls,2019,104
22043,Baélls,2018,104
22043,Baélls,2017,103
22043,Baélls,2016,105
22043,Baélls,2015,106
22043,Baélls,2014,113
22043,Baélls,2013,109
22043,Baélls,2012,123
22043,Baélls,2011,114
22043,Baélls,2010,120
22044,Bailo,2020,261
22044,Bailo,2019,267
22044,Bailo,2018,279
22044,Bailo,2017,284
22044,Bailo,2016,287
22044,Bailo,2015,288
22044,Bailo,2014,290
22044,Bailo,2013,301
22044,Bailo,2012,311
22044,Bailo,2011,300
22044,Bailo,2010,296
22045,Baldellou,2020,64
22045,Baldellou,2019,76
22045,Baldellou,2018,77
22045,Baldellou,2017,82
22045,Baldellou,2016,91
22045,Baldellou,2015,102
22045,Baldellou,2014,98
22045,Baldellou,2013,103
22045,Baldellou,2012,113
22045,Baldellou,2011,119
22045,Baldellou,2010,117
22046,Ballobar,2020,833
22046,Ballobar,2019,812
22046,Ballobar,2018,823
22046,Ballobar,2017,830
22046,Ballobar,2016,825
22046,Ballobar,2015,838
22046,Ballobar,2014,866
22046,Ballobar,2013,863
22046,Ballobar,2012,940
22046,Ballobar,2011,974
22046,Ballobar,2010,981
22047,Banastás,2020,310
22047,Banastás,2019,295
22047,Banastás,2018,292
22047,Banastás,2017,295
22047,Banastás,2016,297
22047,Banastás,2015,305
22047,Banastás,2014,303
22047,Banastás,2013,297
22047,Banastás,2012,286
22047,Banastás,2011,283
22047,Banastás,2010,270
22048,Barbastro,2020,17174
22048,Barbastro,2019,16979
22048,Barbastro,2018,16944
22048,Barbastro,2017,16907
22048,Barbastro,2016,16961
22048,Barbastro,2015,17020
22048,Barbastro,2014,17109
22048,Barbastro,2013,17210
22048,Barbastro,2012,17304
22048,Barbastro,2011,17085
22048,Barbastro,2010,17080
22049,Barbués,2020,86
22049,Barbués,2019,78
22049,Barbués,2018,77
22049,Barbués,2017,81
22049,Barbués,2016,83
22049,Barbués,2015,87
22049,Barbués,2014,92
22049,Barbués,2013,89
22049,Barbués,2012,98
22049,Barbués,2011,96
22049,Barbués,2010,98
22050,Barbuñales,2020,96
22050,Barbuñales,2019,96
22050,Barbuñales,2018,95
22050,Barbuñales,2017,94
22050,Barbuñales,2016,95
22050,Barbuñales,2015,99
22050,Barbuñales,2014,100
22050,Barbuñales,2013,98
22050,Barbuñales,2012,105
22050,Barbuñales,2011,101
22050,Barbuñales,2010,109
22051,Bárcabo,2020,102
22051,Bárcabo,2019,103
22051,Bárcabo,2018,105
22051,Bárcabo,2017,107
22051,Bárcabo,2016,113
22051,Bárcabo,2015,117
22051,Bárcabo,2014,117
22051,Bárcabo,2013,115
22051,Bárcabo,2012,117
22051,Bárcabo,2011,126
22051,Bárcabo,2010,129
22052,Belver de Cinca,2020,1301
22052,Belver de Cinca,2019,1275
22052,Belver de Cinca,2018,1292
22052,Belver de Cinca,2017,1281
22052,Belver de Cinca,2016,1294
22052,Belver de Cinca,2015,1312
22052,Belver de Cinca,2014,1346
22052,Belver de Cinca,2013,1330
22052,Belver de Cinca,2012,1375
22052,Belver de Cinca,2011,1374
22052,Belver de Cinca,2010,1362
22053,Benabarre,2020,1142
22053,Benabarre,2019,1124
22053,Benabarre,2018,1107
22053,Benabarre,2017,1110
22053,Benabarre,2016,1111
22053,Benabarre,2015,1127
22053,Benabarre,2014,1153
22053,Benabarre,2013,1206
22053,Benabarre,2012,1215
22053,Benabarre,2011,1180
22053,Benabarre,2010,1177
22054,Benasque,2020,2184
22054,Benasque,2019,2155
22054,Benasque,2018,2157
22054,Benasque,2017,2121
22054,Benasque,2016,2047
22054,Benasque,2015,2090
22054,Benasque,2014,2149
22054,Benasque,2013,2195
22054,Benasque,2012,2217
22054,Benasque,2011,2236
22054,Benasque,2010,2219
22055,Berbegal,2020,327
22055,Berbegal,2019,347
22055,Berbegal,2018,345
22055,Berbegal,2017,357
22055,Berbegal,2016,363
22055,Berbegal,2015,378
22055,Berbegal,2014,391
22055,Berbegal,2013,385
22055,Berbegal,2012,420
22055,Berbegal,2011,417
22055,Berbegal,2010,441
22057,Bielsa,2020,448
22057,Bielsa,2019,457
22057,Bielsa,2018,476
22057,Bielsa,2017,473
22057,Bielsa,2016,483
22057,Bielsa,2015,488
22057,Bielsa,2014,496
22057,Bielsa,2013,500
22057,Bielsa,2012,503
22057,Bielsa,2011,495
22057,Bielsa,2010,511
22058,Bierge,2020,252
22058,Bierge,2019,239
22058,Bierge,2018,231
22058,Bierge,2017,242
22058,Bierge,2016,251
22058,Bierge,2015,244
22058,Bierge,2014,242
22058,Bierge,2013,246
22058,Bierge,2012,251
22058,Bierge,2011,254
22058,Bierge,2010,258
22059,Biescas,2020,1474
22059,Biescas,2019,1463
22059,Biescas,2018,1479
22059,Biescas,2017,1480
22059,Biescas,2016,1470
22059,Biescas,2015,1487
22059,Biescas,2014,1535
22059,Biescas,2013,1568
22059,Biescas,2012,1589
22059,Biescas,2011,1597
22059,Biescas,2010,1634
22060,Binaced,2020,1605
22060,Binaced,2019,1575
22060,Binaced,2018,1555
22060,Binaced,2017,1524
22060,Binaced,2016,1528
22060,Binaced,2015,1507
22060,Binaced,2014,1539
22060,Binaced,2013,1550
22060,Binaced,2012,1498
22060,Binaced,2011,1485
22060,Binaced,2010,1494
22061,Binéfar,2020,9742
22061,Binéfar,2019,9561
22061,Binéfar,2018,9435
22061,Binéfar,2017,9391
22061,Binéfar,2016,9394
22061,Binéfar,2015,9439
22061,Binéfar,2014,9461
22061,Binéfar,2013,9468
22061,Binéfar,2012,9456
22061,Binéfar,2011,9482
22061,Binéfar,2010,9407
22062,Bisaurri,2020,171
22062,Bisaurri,2019,167
22062,Bisaurri,2018,181
22062,Bisaurri,2017,180
22062,Bisaurri,2016,185
22062,Bisaurri,2015,176
22062,Bisaurri,2014,179
22062,Bisaurri,2013,194
22062,Bisaurri,2012,202
22062,Bisaurri,2011,206
22062,Bisaurri,2010,208
22063,Biscarrués,2020,182
22063,Biscarrués,2019,182
22063,Biscarrués,2018,189
22063,Biscarrués,2017,192
22063,Biscarrués,2016,195
22063,Biscarrués,2015,202
22063,Biscarrués,2014,209
22063,Biscarrués,2013,220
22063,Biscarrués,2012,226
22063,Biscarrués,2011,223
22063,Biscarrués,2010,228
22064,Blecua y Torres,2020,173
22064,Blecua y Torres,2019,182
22064,Blecua y Torres,2018,183
22064,Blecua y Torres,2017,182
22064,Blecua y Torres,2016,202
22064,Blecua y Torres,2015,200
22064,Blecua y Torres,2014,202
22064,Blecua y Torres,2013,211
22064,Blecua y Torres,2012,219
22064,Blecua y Torres,2011,215
22064,Blecua y Torres,2010,208
22066,Boltaña,2020,1045
22066,Boltaña,2019,1016
22066,Boltaña,2018,986
22066,Boltaña,2017,941
22066,Boltaña,2016,959
22066,Boltaña,2015,981
22066,Boltaña,2014,1041
22066,Boltaña,2013,1071
22066,Boltaña,2012,1092
22066,Boltaña,2011,1055
22066,Boltaña,2010,1051
22067,Bonansa,2020,87
22067,Bonansa,2019,88
22067,Bonansa,2018,86
22067,Bonansa,2017,79
22067,Bonansa,2016,80
22067,Bonansa,2015,81
22067,Bonansa,2014,84
22067,Bonansa,2013,86
22067,Bonansa,2012,96
22067,Bonansa,2011,102
22067,Bonansa,2010,102
22068,Borau,2020,70
22068,Borau,2019,74
22068,Borau,2018,80
22068,Borau,2017,81
22068,Borau,2016,91
22068,Borau,2015,95
22068,Borau,2014,91
22068,Borau,2013,86
22068,Borau,2012,84
22068,Borau,2011,85
22068,Borau,2010,81
22069,Broto,2020,538
22069,Broto,2019,522
22069,Broto,2018,531
22069,Broto,2017,552
22069,Broto,2016,532
22069,Broto,2015,532
22069,Broto,2014,523
22069,Broto,2013,533
22069,Broto,2012,542
22069,Broto,2011,543
22069,Broto,2010,542
22072,Caldearenas,2020,226
22072,Caldearenas,2019,229
22072,Caldearenas,2018,218
22072,Caldearenas,2017,228
22072,Caldearenas,2016,216
22072,Caldearenas,2015,210
22072,Caldearenas,2014,208
22072,Caldearenas,2013,212
22072,Caldearenas,2012,223
22072,Caldearenas,2011,231
22072,Caldearenas,2010,246
22074,Campo,2020,436
22074,Campo,2019,278
22074,Campo,2018,323
22074,Campo,2017,343
22074,Campo,2016,365
22074,Campo,2015,437
22074,Campo,2014,459
22074,Campo,2013,426
22074,Campo,2012,330
22074,Campo,2011,350
22074,Campo,2010,355
22075,Camporrélls,2020,127
22075,Camporrélls,2019,134
22075,Camporrélls,2018,137
22075,Camporrélls,2017,134
22075,Camporrélls,2016,138
22075,Camporrélls,2015,138
22075,Camporrélls,2014,148
22075,Camporrélls,2013,165
22075,Camporrélls,2012,167
22075,Camporrélls,2011,182
22075,Camporrélls,2010,193
22076,Canal de Berdún,2020,323
22076,Canal de Berdún,2019,314
22076,Canal de Berdún,2018,321
22076,Canal de Berdún,2017,343
22076,Canal de Berdún,2016,361
22076,Canal de Berdún,2015,367
22076,Canal de Berdún,2014,376
22076,Canal de Berdún,2013,385
22076,Canal de Berdún,2012,365
22076,Canal de Berdún,2011,382
22076,Canal de Berdún,2010,396
22077,Candasnos,2020,419
22077,Candasnos,2019,462
22077,Candasnos,2018,317
22077,Candasnos,2017,315
22077,Candasnos,2016,318
22077,Candasnos,2015,330
22077,Candasnos,2014,339
22077,Candasnos,2013,349
22077,Candasnos,2012,381
22077,Candasnos,2011,395
22077,Candasnos,2010,409
22078,Canfranc,2020,558
22078,Canfranc,2019,540
22078,Canfranc,2018,532
22078,Canfranc,2017,542
22078,Canfranc,2016,543
22078,Canfranc,2015,560
22078,Canfranc,2014,554
22078,Canfranc,2013,572
22078,Canfranc,2012,599
22078,Canfranc,2011,620
22078,Canfranc,2010,624
22079,Capdesaso,2020,211
22079,Capdesaso,2019,198
22079,Capdesaso,2018,174
22079,Capdesaso,2017,163
22079,Capdesaso,2016,168
22079,Capdesaso,2015,172
22079,Capdesaso,2014,170
22079,Capdesaso,2013,177
22079,Capdesaso,2012,184
22079,Capdesaso,2011,176
22079,Capdesaso,2010,163
22080,Capella,2020,360
22080,Capella,2019,349
22080,Capella,2018,354
22080,Capella,2017,358
22080,Capella,2016,364
22080,Capella,2015,361
22080,Capella,2014,361
22080,Capella,2013,371
22080,Capella,2012,360
22080,Capella,2011,372
22080,Capella,2010,366
22081,Casbas de Huesca,2020,275
22081,Casbas de Huesca,2019,270
22081,Casbas de Huesca,2018,269
22081,Casbas de Huesca,2017,279
22081,Casbas de Huesca,2016,293
22081,Casbas de Huesca,2015,291
22081,Casbas de Huesca,2014,295
22081,Casbas de Huesca,2013,306
22081,Casbas de Huesca,2012,304
22081,Casbas de Huesca,2011,303
22081,Casbas de Huesca,2010,299
22082,Castejón del Puente,2020,312
22082,Castejón del Puente,2019,318
22082,Castejón del Puente,2018,315
22082,Castejón del Puente,2017,326
22082,Castejón del Puente,2016,325
22082,Castejón del Puente,2015,340
22082,Castejón del Puente,2014,349
22082,Castejón del Puente,2013,349
22082,Castejón del Puente,2012,360
22082,Castejón del Puente,2011,372
22082,Castejón del Puente,2010,399
22083,Castejón de Monegros,2020,510
22083,Castejón de Monegros,2019,522
22083,Castejón de Monegros,2018,531
22083,Castejón de Monegros,2017,528
22083,Castejón de Monegros,2016,543
22083,Castejón de Monegros,2015,568
22083,Castejón de Monegros,2014,574
22083,Castejón de Monegros,2013,611
22083,Castejón de Monegros,2012,623
22083,Castejón de Monegros,2011,649
22083,Castejón de Monegros,2010,661
22084,Castejón de Sos,2020,764
22084,Castejón de Sos,2019,747
22084,Castejón de Sos,2018,753
22084,Castejón de Sos,2017,738
22084,Castejón de Sos,2016,740
22084,Castejón de Sos,2015,740
22084,Castejón de Sos,2014,733
22084,Castejón de Sos,2013,731
22084,Castejón de Sos,2012,767
22084,Castejón de Sos,2011,776
22084,Castejón de Sos,2010,788
22085,Castelflorite,2020,103
22085,Castelflorite,2019,106
22085,Castelflorite,2018,108
22085,Castelflorite,2017,112
22085,Castelflorite,2016,114
22085,Castelflorite,2015,120
22085,Castelflorite,2014,123
22085,Castelflorite,2013,135
22085,Castelflorite,2012,131
22085,Castelflorite,2011,128
22085,Castelflorite,2010,130
22086,Castiello de Jaca,2020,221
22086,Castiello de Jaca,2019,243
22086,Castiello de Jaca,2018,267
22086,Castiello de Jaca,2017,244
22086,Castiello de Jaca,2016,255
22086,Castiello de Jaca,2015,251
22086,Castiello de Jaca,2014,243
22086,Castiello de Jaca,2013,249
22086,Castiello de Jaca,2012,249
22086,Castiello de Jaca,2011,257
22086,Castiello de Jaca,2010,256
22087,Castigaleu,2020,79
22087,Castigaleu,2019,84
22087,Castigaleu,2018,86
22087,Castigaleu,2017,87
22087,Castigaleu,2016,89
22087,Castigaleu,2015,94
22087,Castigaleu,2014,95
22087,Castigaleu,2013,102
22087,Castigaleu,2012,104
22087,Castigaleu,2011,115
22087,Castigaleu,2010,119
22088,Castillazuelo,2020,153
22088,Castillazuelo,2019,162
22088,Castillazuelo,2018,169
22088,Castillazuelo,2017,174
22088,Castillazuelo,2016,176
22088,Castillazuelo,2015,181
22088,Castillazuelo,2014,191
22088,Castillazuelo,2013,181
22088,Castillazuelo,2012,189
22088,Castillazuelo,2011,197
22088,Castillazuelo,2010,193
22089,Castillonroy,2020,318
22089,Castillonroy,2019,313
22089,Castillonroy,2018,312
22089,Castillonroy,2017,321
22089,Castillonroy,2016,334
22089,Castillonroy,2015,343
22089,Castillonroy,2014,336
22089,Castillonroy,2013,342
22089,Castillonroy,2012,360
22089,Castillonroy,2011,380
22089,Castillonroy,2010,378
22090,Colungo,2020,117
22090,Colungo,2019,110
22090,Colungo,2018,114
22090,Colungo,2017,118
22090,Colungo,2016,128
22090,Colungo,2015,126
22090,Colungo,2014,124
22090,Colungo,2013,115
22090,Colungo,2012,131
22090,Colungo,2011,142
22090,Colungo,2010,147
22094,Chalamera,2020,113
22094,Chalamera,2019,106
22094,Chalamera,2018,108
22094,Chalamera,2017,111
22094,Chalamera,2016,108
22094,Chalamera,2015,111
22094,Chalamera,2014,103
22094,Chalamera,2013,113
22094,Chalamera,2012,115
22094,Chalamera,2011,122
22094,Chalamera,2010,128
22095,Chía,2020,83
22095,Chía,2019,83
22095,Chía,2018,86
22095,Chía,2017,87
22095,Chía,2016,85
22095,Chía,2015,90
22095,Chía,2014,87
22095,Chía,2013,100
22095,Chía,2012,97
22095,Chía,2011,102
22095,Chía,2010,105
22096,Chimillas,2020,402
22096,Chimillas,2019,393
22096,Chimillas,2018,391
22096,Chimillas,2017,389
22096,Chimillas,2016,371
22096,Chimillas,2015,358
22096,Chimillas,2014,373
22096,Chimillas,2013,374
22096,Chimillas,2012,370
22096,Chimillas,2011,358
22096,Chimillas,2010,359
22099,Esplús,2020,632
22099,Esplús,2019,581
22099,Esplús,2018,541
22099,Esplús,2017,581
22099,Esplús,2016,612
22099,Esplús,2015,619
22099,Esplús,2014,646
22099,Esplús,2013,672
22099,Esplús,2012,663
22099,Esplús,2011,654
22099,Esplús,2010,677
22102,Estada,2020,199
22102,Estada,2019,208
22102,Estada,2018,204
22102,Estada,2017,202
22102,Estada,2016,205
22102,Estada,2015,210
22102,Estada,2014,215
22102,Estada,2013,221
22102,Estada,2012,230
22102,Estada,2011,234
22102,Estada,2010,236
22103,Estadilla,2020,796
22103,Estadilla,2019,800
22103,Estadilla,2018,794
22103,Estadilla,2017,814
22103,Estadilla,2016,808
22103,Estadilla,2015,819
22103,Estadilla,2014,822
22103,Estadilla,2013,847
22103,Estadilla,2012,855
22103,Estadilla,2011,853
22103,Estadilla,2010,860
22105,Estopiñán del Castillo,2020,121
22105,Estopiñán del Castillo,2019,120
22105,Estopiñán del Castillo,2018,126
22105,Estopiñán del Castillo,2017,132
22105,Estopiñán del Castillo,2016,142
22105,Estopiñán del Castillo,2015,147
22105,Estopiñán del Castillo,2014,136
22105,Estopiñán del Castillo,2013,144
22105,Estopiñán del Castillo,2012,161
22105,Estopiñán del Castillo,2011,174
22105,Estopiñán del Castillo,2010,177
22106,Fago,2020,20
22106,Fago,2019,22
22106,Fago,2018,23
22106,Fago,2017,27
22106,Fago,2016,22
22106,Fago,2015,25
22106,Fago,2014,24
22106,Fago,2013,27
22106,Fago,2012,29
22106,Fago,2011,30
22106,Fago,2010,26
22107,Fanlo,2020,100
22107,Fanlo,2019,101
22107,Fanlo,2018,97
22107,Fanlo,2017,102
22107,Fanlo,2016,107
22107,Fanlo,2015,112
22107,Fanlo,2014,118
22107,Fanlo,2013,118
22107,Fanlo,2012,126
22107,Fanlo,2011,132
22107,Fanlo,2010,138
22109,Fiscal,2020,331
