year,name,cp,nacidos,defunciones,saldo
2008,Teruel,Villanueva del Rebollar de la Sierra (44256),0,1,-1
2008,Teruel,Villar del Cobo (44257),0,3,-3
2008,Teruel,Villar del Salz (44258),0,2,-2
2008,Teruel,Villarluengo (44260),0,2,-2
2008,Teruel,Villarquemado (44261),8,12,-4
2008,Teruel,Villarroya de los Pinares (44262),2,2,0
2008,Teruel,Villastar (44263),4,7,-3
2008,Teruel,Villel (44264),5,4,1
2008,Teruel,Vinaceite (44265),0,2,-2
2008,Teruel,Visiedo (44266),0,6,-6
2008,Zaragoza,Abanto (50001),0,3,-3
2008,Zaragoza,Acered (50002),1,8,-7
2008,Zaragoza,Aguarón (50004),4,25,-21
2008,Zaragoza,Aguilón (50005),0,1,-1
2008,Zaragoza,Agón (50003),1,1,0
2008,Zaragoza,Ainzón (50006),8,23,-15
2008,Zaragoza,Aladrén (50007),0,1,-1
2008,Zaragoza,Alagón (50008),67,91,-24
2008,Zaragoza,Alarba (50009),0,3,-3
2008,Zaragoza,Alberite de San Juan (50010),0,3,-3
2008,Zaragoza,Albeta (50011),1,4,-3
2008,Zaragoza,Alborge (50012),0,1,-1
2008,Zaragoza,Alcalá de Ebro (50013),0,3,-3
2008,Zaragoza,Alcalá de Moncayo (50014),0,1,-1
2008,Zaragoza,Alconchel de Ariza (50015),0,2,-2
2008,Zaragoza,Alfajarín (50017),26,20,6
2008,Zaragoza,Alfamén (50018),22,11,11
2008,Zaragoza,Alhama de Aragón (50020),9,11,-2
2008,Zaragoza,Almochuel (50021),0,1,-1
2008,Zaragoza,Almolda (La) (50022),2,7,-5
2008,Zaragoza,Almonacid de la Cuba (50023),0,3,-3
2008,Zaragoza,Almonacid de la Sierra (50024),4,8,-4
2008,Zaragoza,Almunia de Doña Godina (La) (50025),91,79,12
2008,Zaragoza,Alpartir (50026),2,3,-1
2008,Zaragoza,Ambel (50027),1,2,-1
2008,Zaragoza,Anento (50028),1,,1
2008,Zaragoza,Aniñón (50029),2,14,-12
2008,Zaragoza,Aranda de Moncayo (50031),1,4,-3
2008,Zaragoza,Ardisa (50033),0,1,-1
2008,Zaragoza,Ariza (50034),12,22,-10
2008,Zaragoza,Arándiga (50032),0,11,-11
2008,Zaragoza,Asín (50036),0,4,-4
2008,Zaragoza,Atea (50037),0,5,-5
2008,Zaragoza,Ateca (50038),9,24,-15
2008,Zaragoza,Azuara (50039),4,6,-2
2008,Zaragoza,Añón de Moncayo (50030),0,6,-6
2008,Zaragoza,Badules (50040),0,5,-5
2008,Zaragoza,Bagüés (50041),0,,0
2008,Zaragoza,Balconchán (50042),0,1,-1
2008,Zaragoza,Bardallur (50044),2,2,0
2008,Zaragoza,Belchite (50045),10,26,-16
2008,Zaragoza,Belmonte de Gracián (50046),1,7,-6
2008,Zaragoza,Berdejo (50047),2,2,0
2008,Zaragoza,Berrueco (50048),0,1,-1
2008,Zaragoza,Biel (50901),0,1,-1
2008,Zaragoza,Bijuesca (50050),0,3,-3
2008,Zaragoza,Biota (50051),4,14,-10
2008,Zaragoza,Bisimbre (50052),1,,1
2008,Zaragoza,Boquiñeni (50053),3,11,-8
2008,Zaragoza,Borja (50055),70,61,9
2008,Zaragoza,Botorrita (50056),3,3,0
2008,Zaragoza,Brea de Aragón (50057),9,27,-18
2008,Zaragoza,Bubierca (50058),1,2,-1
2008,Zaragoza,Bujaraloz (50059),10,16,-6
2008,Zaragoza,Bulbuente (50060),1,5,-4
2008,Zaragoza,Bureta (50061),2,3,-1
2008,Zaragoza,Burgo de Ebro (El) (50062),30,20,10
2008,Zaragoza,Bárboles (50043),1,1,0
2008,Zaragoza,Cabañas de Ebro (50064),4,18,-14
2008,Zaragoza,Cadrete (50066),40,20,20
2008,Zaragoza,Calatayud (50067),225,253,-28
2008,Zaragoza,Calatorao (50068),29,29,0
2008,Zaragoza,Calcena (50069),0,1,-1
2008,Zaragoza,Calmarza (50070),0,3,-3
2008,Zaragoza,Campillo de Aragón (50071),0,2,-2
2008,Zaragoza,Carenas (50072),0,5,-5
2008,Zaragoza,Cariñena (50073),41,52,-11
2008,Zaragoza,Caspe (50074),103,89,14
2008,Zaragoza,Castejón de Alarba (50075),0,2,-2
2008,Zaragoza,Castejón de las Armas (50076),0,2,-2
2008,Zaragoza,Castejón de Valdejasa (50077),0,7,-7
2008,Zaragoza,Castiliscar (50078),0,5,-5
2008,Zaragoza,Cervera de la Cañada (50079),2,7,-5
2008,Zaragoza,Cetina (50081),5,22,-17
2008,Zaragoza,Chiprana (50092),3,4,-1
2008,Zaragoza,Chodes (50093),1,1,0
2008,Zaragoza,Cimballa (50082),0,2,-2
2008,Zaragoza,Cinco Olivas (50083),0,4,-4
2008,Zaragoza,Clarés de Ribota (50084),0,1,-1
2008,Zaragoza,Codo (50085),0,5,-5
2008,Zaragoza,Codos (50086),0,7,-7
2008,Zaragoza,Contamina (50087),1,3,-2
2008,Zaragoza,Cosuenda (50088),3,5,-2
2008,Zaragoza,Cuarte de Huerva (50089),188,26,162
2008,Zaragoza,Cubel (50090),5,4,1
2008,Zaragoza,Daroca (50094),19,37,-18
2008,Zaragoza,Ejea de los Caballeros (50095),185,176,9
2008,Zaragoza,Encinacorba (50098),0,3,-3
2008,Zaragoza,Erla (50100),0,4,-4
2008,Zaragoza,Escatrón (50101),3,16,-13
2008,Zaragoza,Fabara (50102),12,12,0
2008,Zaragoza,Farlete (50104),2,9,-7
2008,Zaragoza,Fayos (Los) (50106),0,6,-6
2008,Zaragoza,Fayón (50105),0,10,-10
2008,Zaragoza,Figueruelas (50107),16,19,-3
2008,Zaragoza,Fombuena (50108),0,1,-1
2008,Zaragoza,Frago (El) (50109),0,1,-1
2008,Zaragoza,Frasno (El) (50110),1,9,-8
2008,Zaragoza,Fréscano (50111),0,3,-3
2008,Zaragoza,Fuendejalón (50113),5,14,-9
2008,Zaragoza,Fuendetodos (50114),0,2,-2
2008,Zaragoza,Fuentes de Ebro (50115),53,36,17
2008,Zaragoza,Fuentes de Jiloca (50116),1,6,-5
2008,Zaragoza,Gallocanta (50117),1,,1
2008,Zaragoza,Gallur (50118),23,37,-14
2008,Zaragoza,Gelsa (50119),5,13,-8
2008,Zaragoza,Godojos (50120),0,1,-1
2008,Zaragoza,Gotor (50121),4,2,2
2008,Zaragoza,Grisel (50122),0,1,-1
2008,Zaragoza,Grisén (50123),4,5,-1
2008,Zaragoza,Herrera de los Navarros (50124),4,6,-2
2008,Zaragoza,Ibdes (50125),0,6,-6
2008,Zaragoza,Illueca (50126),30,23,7
2008,Zaragoza,Isuerre (50128),1,1,0
2008,Zaragoza,Jaraba (50129),5,4,1
2008,Zaragoza,Jarque de Moncayo (50130),2,6,-4
2008,Zaragoza,Jaulín (50131),1,7,-6
2008,Zaragoza,Joyosa (La) (50132),15,8,7
2008,Zaragoza,Lagata (50133),0,2,-2
2008,Zaragoza,Langa del Castillo (50134),0,,0
2008,Zaragoza,Lechón (50138),0,1,-1
2008,Zaragoza,Leciñena (50137),5,14,-9
2008,Zaragoza,Letux (50139),0,9,-9
2008,Zaragoza,Litago (50140),0,4,-4
2008,Zaragoza,Lituénigo (50141),0,1,-1
2008,Zaragoza,Lobera de Onsella (50142),0,2,-2
2008,Zaragoza,Longares (50143),7,9,-2
2008,Zaragoza,Longás (50144),0,1,-1
2008,Zaragoza,Lucena de Jalón (50146),3,3,0
2008,Zaragoza,Luceni (50147),11,17,-6
2008,Zaragoza,Luesia (50148),1,9,-8
2008,Zaragoza,Lumpiaque (50150),6,19,-13
2008,Zaragoza,Luna (50151),1,11,-10
2008,Zaragoza,Lécera (50136),2,12,-10
2008,Zaragoza,Maella (50152),1,15,-14
2008,Zaragoza,Magallón (50153),15,11,4
2008,Zaragoza,Mainar (50154),0,4,-4
2008,Zaragoza,Maleján (50156),2,4,-2
2008,Zaragoza,Mallén (50160),42,32,10
2008,Zaragoza,Maluenda (50159),10,15,-5
2008,Zaragoza,Malón (50157),0,4,-4
2008,Zaragoza,Manchones (50161),0,2,-2
2008,Zaragoza,Marracos (50902),0,,0
2008,Zaragoza,María de Huerva (50163),117,19,98
2008,Zaragoza,Mediana de Aragón (50164),2,4,-2
2008,Zaragoza,Mequinenza (50165),11,38,-27
2008,Zaragoza,Mesones de Isuela (50166),1,5,-4
2008,Zaragoza,Mezalocha (50167),0,2,-2
2008,Zaragoza,Miedes de Aragón (50169),0,7,-7
2008,Zaragoza,Monegrillo (50170),2,12,-10
2008,Zaragoza,Moneva (50171),0,1,-1
2008,Zaragoza,Monreal de Ariza (50172),0,6,-6
2008,Zaragoza,Monterde (50173),0,5,-5
2008,Zaragoza,Montón (50174),0,2,-2
2008,Zaragoza,Morata de Jalón (50175),6,16,-10
2008,Zaragoza,Morata de Jiloca (50176),0,5,-5
2008,Zaragoza,Moros (50178),0,3,-3
2008,Zaragoza,Morés (50177),2,8,-6
2008,Zaragoza,Moyuela (50179),0,3,-3
2008,Zaragoza,Mozota (50180),0,2,-2
2008,Zaragoza,Muel (50181),14,11,3
2008,Zaragoza,Muela (La) (50182),74,18,56
2008,Zaragoza,Munébrega (50183),0,12,-12
2008,Zaragoza,Murillo de Gállego (50185),2,1,1
2008,Zaragoza,Navardún (50186),0,1,-1
2008,Zaragoza,Nigüella (50187),0,1,-1
2008,Zaragoza,Nonaspe (50189),10,15,-5
2008,Zaragoza,Novallas (50190),6,12,-6
2008,Zaragoza,Novillas (50191),5,9,-4
2008,Zaragoza,Nuez de Ebro (50193),14,3,11
2008,Zaragoza,Nuévalos (50192),1,1,0
2008,Zaragoza,Olvés (50194),1,2,-1
2008,Zaragoza,Orcajo (50195),0,1,-1
2008,Zaragoza,Orera (50196),0,1,-1
2008,Zaragoza,Orés (50197),0,2,-2
2008,Zaragoza,Osera de Ebro (50199),5,23,-18
2008,Zaragoza,Paniza (50200),3,7,-4
2008,Zaragoza,Paracuellos de Jiloca (50201),3,11,-8
2008,Zaragoza,Paracuellos de la Ribera (50202),0,4,-4
2008,Zaragoza,Pastriz (50203),14,15,-1
2008,Zaragoza,Pedrola (50204),41,37,4
2008,Zaragoza,Pedrosas (Las) (50205),0,,0
2008,Zaragoza,Perdiguera (50206),3,10,-7
2008,Zaragoza,Piedratajada (50207),0,3,-3
2008,Zaragoza,Pina de Ebro (50208),20,21,-1
2008,Zaragoza,Pinseque (50209),48,68,-20
2008,Zaragoza,Plasencia de Jalón (50211),1,2,-1
2008,Zaragoza,Pleitas (50212),0,4,-4
2008,Zaragoza,Plenas (50213),0,3,-3
2008,Zaragoza,Pozuelo de Aragón (50216),2,7,-5
2008,Zaragoza,Pradilla de Ebro (50217),0,9,-9
2008,Zaragoza,Puebla de Albortón (50218),0,3,-3
2008,Zaragoza,Puebla de Alfindén (La) (50219),119,32,87
2008,Zaragoza,Puendeluna (50220),0,1,-1
2008,Zaragoza,Purujosa (50221),1,,1
2008,Zaragoza,Quinto (50222),20,21,-1
2008,Zaragoza,Remolinos (50223),9,23,-14
2008,Zaragoza,Retascón (50224),0,2,-2
2008,Zaragoza,Ricla (50225),30,26,4
2008,Zaragoza,Romanos (50227),0,1,-1
2008,Zaragoza,Rueda de Jalón (50228),2,3,-1
2008,Zaragoza,Ruesca (50229),0,1,-1
2008,Zaragoza,Salillas de Jalón (50231),2,5,-3
2008,Zaragoza,Salvatierra de Esca (50232),2,7,-5
2008,Zaragoza,San Martín de la Virgen de Moncayo (50234),1,2,-1
2008,Zaragoza,San Mateo de Gállego (50235),28,32,-4
2008,Zaragoza,Santa Cruz de Grío (50236),0,2,-2
2008,Zaragoza,Santa Cruz de Moncayo (50237),1,4,-3
2008,Zaragoza,Santa Eulalia de Gállego (50238),0,2,-2
2008,Zaragoza,Saviñán (50241),7,8,-1
2008,Zaragoza,Sediles (50242),0,1,-1
2008,Zaragoza,Sestrica (50243),0,5,-5
2008,Zaragoza,Sierra de Luna (50244),0,3,-3
2008,Zaragoza,Sigüés (50245),2,,2
2008,Zaragoza,Sobradiel (50247),14,8,6
2008,Zaragoza,Sos del Rey Católico (50248),7,16,-9
2008,Zaragoza,Sádaba (50230),15,35,-20
2008,Zaragoza,Sástago (50240),2,3,-1
2008,Zaragoza,Tabuenca (50249),0,6,-6
2008,Zaragoza,Talamantes (50250),0,5,-5
2008,Zaragoza,Tarazona (50251),119,161,-42
2008,Zaragoza,Tauste (50252),70,75,-5
2008,Zaragoza,Terrer (50253),2,12,-10
2008,Zaragoza,Tierga (50254),0,6,-6
2008,Zaragoza,Tobed (50255),0,7,-7
2008,Zaragoza,Torralba de los Frailes (50256),0,2,-2
2008,Zaragoza,Torralba de Ribota (50257),1,4,-3
2008,Zaragoza,Torrellas (50261),0,6,-6
2008,Zaragoza,Torres de Berrellén (50262),16,12,4
2008,Zaragoza,Torrijo de la Cañada (50263),0,10,-10
2008,Zaragoza,Tosos (50264),2,4,-2
2008,Zaragoza,Trasmoz (50265),0,2,-2
2008,Zaragoza,Trasobares (50266),0,5,-5
2008,Zaragoza,Uncastillo (50267),4,10,-6
2008,Zaragoza,Undués de Lerda (50268),1,,1
2008,Zaragoza,Urrea de Jalón (50269),1,10,-9
2008,Zaragoza,Urriés (50270),0,1,-1
2008,Zaragoza,Used (50271),0,3,-3
2008,Zaragoza,Utebo (50272),271,85,186
2008,Zaragoza,Val de San Martín (50274),0,1,-1
2008,Zaragoza,Valdehorna (50273),0,3,-3
2008,Zaragoza,Valmadrid (50275),0,4,-4
2008,Zaragoza,Valpalmas (50276),0,4,-4
2008,Zaragoza,Valtorres (50277),1,,1
2008,Zaragoza,Velilla de Ebro (50278),2,6,-4
2008,Zaragoza,Velilla de Jiloca (50279),0,3,-3
2008,Zaragoza,Vera de Moncayo (50280),0,5,-5
2008,Zaragoza,Vierlas (50281),1,6,-5
2008,Zaragoza,Villadoz (50283),1,3,-2
2008,Zaragoza,Villafranca de Ebro (50285),4,8,-4
2008,Zaragoza,Villalba de Perejil (50286),0,2,-2
2008,Zaragoza,Villalengua (50287),1,4,-3
2008,Zaragoza,Villamayor de Gállego (50903),23,32,-9
2008,Zaragoza,Villanueva de Gállego (50288),49,32,17
2008,Zaragoza,Villanueva de Huerva (50290),3,8,-5
2008,Zaragoza,Villanueva de Jiloca (50289),0,2,-2
2008,Zaragoza,Villarreal de Huerva (50292),1,2,-1
2008,Zaragoza,Villarroya de la Sierra (50293),1,9,-8
2008,Zaragoza,Villarroya del Campo (50294),0,4,-4
2008,Zaragoza,Vilueña (La) (50282),0,1,-1
2008,Zaragoza,Zaida (La) (50296),6,7,-1
2008,Zaragoza,Zaragoza (50297),7339,5989,1350
2008,Zaragoza,Zuera (50298),80,73,7
2008,Zaragoza,Épila (50099),57,52,5
2007,Huesca,Abiego (22001),0,2,-2
2007,Huesca,Agüero (22004),0,5,-5
2007,Huesca,Albalate de Cinca (22007),12,13,-1
2007,Huesca,Albalatillo (22008),0,3,-3
2007,Huesca,Albelda (22009),9,28,-19
2007,Huesca,Albero Alto (22011),0,3,-3
2007,Huesca,Albero Bajo (22012),1,2,-1
2007,Huesca,Alberuela de Tubo (22013),0,1,-1
2007,Huesca,Alcalá de Gurrea (22014),0,5,-5
2007,Huesca,Alcalá del Obispo (22015),4,5,-1
2007,Huesca,Alcampell (22016),6,18,-12
2007,Huesca,Alcolea de Cinca (22017),10,16,-6
2007,Huesca,Alcubierre (22018),2,4,-2
2007,Huesca,Alerre (22019),0,1,-1
2007,Huesca,Alfántega (22020),0,1,-1
2007,Huesca,Almudévar (22021),9,42,-33
2007,Huesca,Almunia de San Juan (22022),3,9,-6
2007,Huesca,Almuniente (22023),6,13,-7
2007,Huesca,Alquézar (22024),2,6,-4
2007,Huesca,Altorricón (22025),5,18,-13
2007,Huesca,Angüés (22027),1,8,-7
2007,Huesca,Ansó (22028),2,6,-4
2007,Huesca,Antillón (22029),0,1,-1
2007,Huesca,Aragüés del Puerto (22032),0,1,-1
2007,Huesca,Argavieso (22036),2,2,0
2007,Huesca,Arén (22035),2,5,-3
2007,Huesca,Ayerbe (22039),11,19,-8
2007,Huesca,Azanuy-Alins (22040),0,4,-4
2007,Huesca,Azara (22041),3,2,1
2007,Huesca,Azlor (22042),0,2,-2
2007,Huesca,Aínsa-Sobrarbe (22907),17,30,-13
2007,Huesca,Aísa (22006),1,2,-1
2007,Huesca,Baells (22043),0,2,-2
2007,Huesca,Bailo (22044),0,2,-2
2007,Huesca,Baldellou (22045),0,2,-2
2007,Huesca,Ballobar (22046),3,16,-13
2007,Huesca,Banastás (22047),1,2,-1
2007,Huesca,Barbastro (22048),144,173,-29
2007,Huesca,Barbués (22049),0,2,-2
2007,Huesca,Belver de Cinca (22052),8,17,-9
2007,Huesca,Benabarre (22053),9,24,-15
2007,Huesca,Benasque (22054),16,10,6
2007,Huesca,Beranuy (22246),1,5,-4
2007,Huesca,Berbegal (22055),2,11,-9
2007,Huesca,Bielsa (22057),4,4,0
2007,Huesca,Bierge (22058),0,6,-6
2007,Huesca,Biescas (22059),15,17,-2
2007,Huesca,Binaced (22060),19,14,5
2007,Huesca,Binéfar (22061),102,86,16
2007,Huesca,Bisaurri (22062),1,1,0
2007,Huesca,Biscarrués (22063),0,4,-4
2007,Huesca,Blecua y Torres (22064),0,5,-5
2007,Huesca,Boltaña (22066),8,11,-3
2007,Huesca,Bonansa (22067),1,,1
2007,Huesca,Broto (22069),2,4,-2
2007,Huesca,Bárcabo (22051),1,,1
2007,Huesca,Caldearenas (22072),1,3,-2
2007,Huesca,Campo (22074),0,1,-1
2007,Huesca,Camporrells (22075),1,3,-2
2007,Huesca,Canal de Berdún (22076),1,4,-3
2007,Huesca,Candasnos (22077),0,4,-4
2007,Huesca,Canfranc (22078),3,2,1
2007,Huesca,Capdesaso (22079),0,6,-6
2007,Huesca,Capella (22080),1,8,-7
2007,Huesca,Casbas de Huesca (22081),1,5,-4
2007,Huesca,Castejón de Monegros (22083),2,7,-5
2007,Huesca,Castejón de Sos (22084),5,11,-6
2007,Huesca,Castejón del Puente (22082),2,5,-3
2007,Huesca,Castiello de Jaca (22086),1,1,0
2007,Huesca,Castigaleu (22087),4,2,2
2007,Huesca,Castillazuelo (22088),1,1,0
2007,Huesca,Castillonroy (22089),2,8,-6
2007,Huesca,Chalamera (22094),0,2,-2
2007,Huesca,Chimillas (22096),3,14,-11
2007,Huesca,Chía (22095),0,,0
2007,Huesca,Colungo (22090),0,2,-2
2007,Huesca,Esplús (22099),0,9,-9
2007,Huesca,Estada (22102),0,3,-3
2007,Huesca,Estadilla (22103),9,12,-3
2007,Huesca,Estopiñán del Castillo (22105),0,2,-2
2007,Huesca,Fago (22106),0,2,-2
2007,Huesca,Fanlo (22107),0,2,-2
2007,Huesca,Fiscal (22109),6,3,3
2007,Huesca,Fonz (22110),7,14,-7
2007,Huesca,Foradada del Toscar (22111),2,1,1
2007,Huesca,Fraga (22112),175,127,48
2007,Huesca,Fueva (La) (22113),6,5,1
2007,Huesca,Gistaín (22114),2,3,-1
2007,Huesca,Grado (El) (22115),7,5,2
2007,Huesca,Graus (22117),31,59,-28
2007,Huesca,Grañén (22116),13,36,-23
2007,Huesca,Gurrea de Gállego (22119),3,18,-15
2007,Huesca,Hoz y Costeán (22908),0,2,-2
2007,Huesca,Huerto (22124),1,3,-2
2007,Huesca,Huesca (22125),543,457,86
2007,Huesca,Ibieca (22126),0,1,-1
2007,Huesca,Igriés (22127),8,12,-4
2007,Huesca,Ilche (22128),1,,1
2007,Huesca,Isábena (22129),0,2,-2
2007,Huesca,Jaca (22130),128,151,-23
2007,Huesca,Jasa (22131),0,1,-1
2007,Huesca,Labuerda (22133),1,2,-1
2007,Huesca,Laluenga (22135),0,4,-4
2007,Huesca,Lalueza (22136),6,6,0
2007,Huesca,Lanaja (22137),4,18,-14
2007,Huesca,Laperdiguera (22139),1,2,-1
2007,Huesca,Lascellas-Ponzano (22141),1,3,-2
2007,Huesca,Laspaúles (22143),0,5,-5
2007,Huesca,Laspuña (22144),0,,0
2007,Huesca,Loarre (22149),1,4,-3
2007,Huesca,Loporzano (22150),2,3,-1
2007,Huesca,Loscorrales (22151),1,3,-2
2007,Huesca,Lupiñén-Ortilla (22905),3,4,-1
2007,Huesca,Monesma y Cajigar (22155),0,1,-1
2007,Huesca,Monflorite-Lascasas (22156),2,2,0
2007,Huesca,Montanuy (22157),0,6,-6
2007,Huesca,Monzón (22158),197,154,43
2007,Huesca,Naval (22160),3,6,-3
2007,Huesca,Novales (22162),1,,1
2007,Huesca,Nueno (22163),6,,6
2007,Huesca,Ontiñena (22165),2,12,-10
2007,Huesca,Osso de Cinca (22167),4,6,-2
2007,Huesca,Panticosa (22170),3,4,-1
2007,Huesca,Peralta de Alcofea (22174),2,4,-2
2007,Huesca,Peralta de Calasanz (22175),0,6,-6
2007,Huesca,Peraltilla (22176),1,2,-1
2007,Huesca,Perarrúa (22177),1,1,0
2007,Huesca,Pertusa (22178),0,,0
2007,Huesca,Peñalba (22172),0,4,-4
2007,Huesca,Peñas de Riglos (Las) (22173),0,3,-3
2007,Huesca,Piracés (22181),0,1,-1
2007,Huesca,Plan (22182),6,3,3
2007,Huesca,Poleñino (22184),0,5,-5
2007,Huesca,Pozán de Vero (22186),0,2,-2
2007,Huesca,Puebla de Castro (La) (22187),3,3,0
2007,Huesca,Puente la Reina de Jaca (22902),0,1,-1
2007,Huesca,Pueyo de Araguás (El) (22190),1,,1
2007,Huesca,Pueyo de Santa Cruz (22193),1,6,-5
2007,Huesca,Puértolas (22189),2,1,1
2007,Huesca,Quicena (22195),3,6,-3
2007,Huesca,Robres (22197),4,10,-6
2007,Huesca,Sabiñánigo (22199),84,73,11
2007,Huesca,Sahún (22200),2,5,-3
2007,Huesca,Salas Altas (22201),0,6,-6
2007,Huesca,Salas Bajas (22202),1,3,-2
2007,Huesca,Sallent de Gállego (22204),19,9,10
2007,Huesca,San Esteban de Litera (22205),2,7,-5
2007,Huesca,San Juan de Plan (22207),2,,2
2007,Huesca,San Miguel del Cinca (22903),5,13,-8
2007,Huesca,Sangarrén (22206),1,4,-3
2007,Huesca,Santa Cilia (22208),0,3,-3
2007,Huesca,Santa Cruz de la Serós (22209),0,2,-2
2007,Huesca,Santa María de Dulcis (22906),0,2,-2
2007,Huesca,Sariñena (22213),34,60,-26
2007,Huesca,Secastilla (22214),1,1,0
2007,Huesca,Seira (22215),0,2,-2
2007,Huesca,Sena (22217),5,7,-2
2007,Huesca,Senés de Alcubierre (22218),0,2,-2
2007,Huesca,Sesa (22220),0,4,-4
2007,Huesca,Siétamo (22222),5,7,-2
2007,Huesca,Sopeira (22223),2,1,1
2007,Huesca,Sotonera (La) (22904),7,13,-6
2007,Huesca,Tamarite de Litera (22225),40,51,-11
2007,Huesca,Tardienta (22226),6,14,-8
2007,Huesca,Tella-Sin (22227),1,4,-3
2007,Huesca,Tierz (22228),15,5,10
2007,Huesca,Tolva (22229),1,1,0
2007,Huesca,Torla-Ordesa (22230),2,2,0
2007,Huesca,Torralba de Aragón (22232),1,2,-1
2007,Huesca,Torre la Ribera (22233),0,2,-2
2007,Huesca,Torrente de Cinca (22234),0,5,-5
2007,Huesca,Torres de Alcanadre (22235),0,1,-1
2007,Huesca,Torres de Barbués (22236),1,5,-4
2007,Huesca,Tramaced (22239),0,2,-2
2007,Huesca,Valfarta (22242),0,1,-1
2007,Huesca,Valle de Hecho (22901),5,17,-12
2007,Huesca,Valle de Lierp (22244),0,1,-1
2007,Huesca,Velilla de Cinca (22245),0,5,-5
2007,Huesca,Vencillón (22909),5,4,1
2007,Huesca,Viacamp y Litera (22247),0,1,-1
2007,Huesca,Villanova (22249),4,1,3
2007,Huesca,Villanueva de Sigena (22251),3,4,-1
2007,Huesca,Villanúa (22250),0,5,-5
2007,Huesca,Yebra de Basa (22252),1,1,0
2007,Huesca,Zaidín (22254),12,15,-3
2007,Teruel,Aguaviva (44004),7,7,0
2007,Teruel,Alacón (44006),2,2,0
2007,Teruel,Alba (44007),3,5,-2
2007,Teruel,Albalate del Arzobispo (44008),18,32,-14
2007,Teruel,Albarracín (44009),7,15,-8
2007,Teruel,Albentosa (44010),2,3,-1
2007,Teruel,Alcaine (44011),1,,1
2007,Teruel,Alcalá de la Selva (44012),0,5,-5
2007,Teruel,Alcañiz (44013),224,142,82
2007,Teruel,Alcorisa (44014),35,38,-3
2007,Teruel,Alfambra (44016),2,13,-11
2007,Teruel,Aliaga (44017),3,6,-3
2007,Teruel,Allepuz (44021),2,2,0
2007,Teruel,Alloza (44022),4,14,-10
2007,Teruel,Almohaja (44018),0,1,-1
2007,Teruel,Alobras (44019),0,2,-2
2007,Teruel,Anadón (44024),0,1,-1
2007,Teruel,Andorra (44025),61,66,-5
2007,Teruel,Arcos de las Salinas (44026),0,3,-3
2007,Teruel,Arens de Lledó (44027),0,4,-4
2007,Teruel,Argente (44028),0,4,-4
2007,Teruel,Ariño (44029),6,12,-6
2007,Teruel,Azaila (44031),0,7,-7
2007,Teruel,Barrachina (44035),3,2,1
2007,Teruel,Beceite (44037),4,10,-6
2007,Teruel,Bello (44039),0,8,-8
2007,Teruel,Belmonte de San José (44038),0,,0
2007,Teruel,Berge (44040),4,3,1
2007,Teruel,Bezas (44041),1,1,0
2007,Teruel,Blancas (44042),0,3,-3
2007,Teruel,Blesa (44043),0,2,-2
2007,Teruel,Bordón (44044),0,2,-2
2007,Teruel,Bronchales (44045),2,7,-5
2007,Teruel,Bueña (44046),0,2,-2
2007,Teruel,Burbáguena (44047),0,19,-19
2007,Teruel,Báguena (44033),0,7,-7
2007,Teruel,Cabra de Mora (44048),0,2,-2
2007,Teruel,Calaceite (44049),6,16,-10
2007,Teruel,Calamocha (44050),45,49,-4
2007,Teruel,Calanda (44051),32,35,-3
2007,Teruel,Camarena de la Sierra (44054),1,,1
2007,Teruel,Camañas (44053),1,2,-1
2007,Teruel,Caminreal (44056),3,12,-9
2007,Teruel,Cantavieja (44059),5,8,-3
2007,Teruel,Cascante del Río (44064),0,2,-2
2007,Teruel,Castejón de Tornos (44065),0,1,-1
2007,Teruel,Castel de Cabra (44066),1,2,-1
2007,Teruel,Castellar (El) (44070),0,2,-2
2007,Teruel,Castellote (44071),9,19,-10
2007,Teruel,Castelnou (44067),1,1,0
2007,Teruel,Castelserás (44068),5,13,-8
2007,Teruel,Cañada de Verich (La) (44061),0,2,-2
2007,Teruel,Cañada Vellida (44062),0,1,-1
2007,Teruel,Cañizar del Olivar (44063),0,1,-1
2007,Teruel,Cedrillas (44074),8,9,-1
2007,Teruel,Celadas (44075),1,3,-2
2007,Teruel,Cella (44076),28,32,-4
2007,Teruel,Cerollera (La) (44077),0,3,-3
2007,Teruel,Codoñera (La) (44080),4,3,1
2007,Teruel,Corbalán (44082),0,3,-3
2007,Teruel,Cortes de Aragón (44084),2,,2
2007,Teruel,Cosa (44085),0,3,-3
2007,Teruel,Cretas (44086),8,9,-1
2007,Teruel,Crivillén (44087),0,6,-6
2007,Teruel,Cuba (La) (44088),1,,1
2007,Teruel,Cubla (44089),0,1,-1
2007,Teruel,Cucalón (44090),0,2,-2
2007,Teruel,Cuevas de Almudén (44093),0,1,-1
2007,Teruel,Cuevas Labradas (44094),0,3,-3
2007,Teruel,Ejulve (44096),1,2,-1
2007,Teruel,Escorihuela (44097),1,4,-3
2007,Teruel,Escucha (44099),9,9,0
2007,Teruel,Estercuel (44100),1,2,-1
2007,Teruel,Ferreruela de Huerva (44101),0,1,-1
2007,Teruel,Formiche Alto (44103),0,1,-1
2007,Teruel,Fortanete (44106),7,,7
2007,Teruel,Foz-Calanda (44107),2,3,-1
2007,Teruel,Fresneda (La) (44108),4,5,-1
2007,Teruel,Frías de Albarracín (44109),1,,1
2007,Teruel,Fuentes Claras (44112),1,13,-12
2007,Teruel,Fuentes de Rubielos (44113),1,1,0
