Sexo,Municipios,Edad (año a año),Periodo,Total
Total,22131 Jasa,46 años,2017,2
Total,22131 Jasa,47 años,2017,1
Total,22131 Jasa,48 años,2017,2
Total,22131 Jasa,49 años,2017,0
Total,22131 Jasa,50 años,2017,1
Total,22131 Jasa,51 años,2017,4
Total,22131 Jasa,52 años,2017,5
Total,22131 Jasa,53 años,2017,6
Total,22131 Jasa,54 años,2017,1
Total,22131 Jasa,55 años,2017,2
Total,22131 Jasa,56 años,2017,4
Total,22131 Jasa,57 años,2017,0
Total,22131 Jasa,58 años,2017,1
Total,22131 Jasa,59 años,2017,3
Total,22131 Jasa,60 años,2017,1
Total,22131 Jasa,61 años,2017,1
Total,22131 Jasa,62 años,2017,1
Total,22131 Jasa,63 años,2017,2
Total,22131 Jasa,64 años,2017,1
Total,22131 Jasa,65 años,2017,1
Total,22133 Labuerda,41 años,2017,4
Total,22133 Labuerda,42 años,2017,1
Total,22133 Labuerda,43 años,2017,1
Total,22133 Labuerda,44 años,2017,3
Total,22133 Labuerda,45 años,2017,6
Total,22133 Labuerda,46 años,2017,4
Total,22133 Labuerda,47 años,2017,0
Total,22133 Labuerda,48 años,2017,2
Total,22133 Labuerda,49 años,2017,1
Total,22133 Labuerda,50 años,2017,1
Total,22133 Labuerda,51 años,2017,4
Total,22133 Labuerda,52 años,2017,1
Total,22133 Labuerda,53 años,2017,6
Total,22133 Labuerda,54 años,2017,6
Total,22133 Labuerda,55 años,2017,2
Total,22133 Labuerda,56 años,2017,2
Total,22133 Labuerda,57 años,2017,6
Total,22133 Labuerda,58 años,2017,3
Total,22133 Labuerda,59 años,2017,2
Total,22133 Labuerda,60 años,2017,4
Total,22133 Labuerda,61 años,2017,1
Total,22133 Labuerda,62 años,2017,5
Total,22133 Labuerda,63 años,2017,3
Total,22133 Labuerda,64 años,2017,0
Total,22133 Labuerda,65 años,2017,1
Total,22135 Laluenga,41 años,2017,3
Total,22135 Laluenga,42 años,2017,2
Total,22135 Laluenga,43 años,2017,2
Total,22135 Laluenga,44 años,2017,5
Total,22135 Laluenga,45 años,2017,2
Total,22135 Laluenga,46 años,2017,2
Total,22135 Laluenga,47 años,2017,3
Total,22135 Laluenga,48 años,2017,8
Total,22135 Laluenga,49 años,2017,1
Total,22135 Laluenga,50 años,2017,4
Total,22135 Laluenga,51 años,2017,2
Total,22135 Laluenga,52 años,2017,3
Total,22135 Laluenga,53 años,2017,3
Total,22135 Laluenga,54 años,2017,2
Total,22135 Laluenga,55 años,2017,2
Total,22135 Laluenga,56 años,2017,2
Total,22135 Laluenga,57 años,2017,3
Total,22135 Laluenga,58 años,2017,2
Total,22135 Laluenga,59 años,2017,4
Total,22135 Laluenga,60 años,2017,0
Total,22135 Laluenga,61 años,2017,4
Total,22135 Laluenga,62 años,2017,2
Total,22135 Laluenga,63 años,2017,1
Total,22135 Laluenga,64 años,2017,2
Total,22135 Laluenga,65 años,2017,3
Total,22136 Lalueza,41 años,2017,8
Total,22136 Lalueza,42 años,2017,15
Total,22136 Lalueza,43 años,2017,14
Total,22136 Lalueza,44 años,2017,9
Total,22136 Lalueza,45 años,2017,14
Total,22136 Lalueza,46 años,2017,12
Total,22136 Lalueza,47 años,2017,13
Total,22136 Lalueza,48 años,2017,17
Total,22136 Lalueza,49 años,2017,10
Total,22136 Lalueza,50 años,2017,12
Total,22136 Lalueza,51 años,2017,14
Total,22136 Lalueza,52 años,2017,12
Total,22136 Lalueza,53 años,2017,11
Total,22136 Lalueza,54 años,2017,11
Total,22136 Lalueza,55 años,2017,16
Total,22136 Lalueza,56 años,2017,15
Total,22136 Lalueza,57 años,2017,15
Total,22136 Lalueza,58 años,2017,10
Total,22136 Lalueza,59 años,2017,16
Total,22136 Lalueza,60 años,2017,23
Total,22136 Lalueza,61 años,2017,11
Total,22136 Lalueza,62 años,2017,21
Total,22136 Lalueza,63 años,2017,15
Total,22136 Lalueza,64 años,2017,17
Total,22136 Lalueza,65 años,2017,11
Total,22137 Lanaja,41 años,2017,13
Total,22137 Lanaja,42 años,2017,8
Total,22137 Lanaja,43 años,2017,11
Total,22137 Lanaja,44 años,2017,12
Total,22137 Lanaja,45 años,2017,12
Total,22137 Lanaja,46 años,2017,16
Total,22137 Lanaja,47 años,2017,18
Total,22137 Lanaja,48 años,2017,17
Total,22137 Lanaja,49 años,2017,15
Total,22137 Lanaja,50 años,2017,28
Total,22137 Lanaja,51 años,2017,17
Total,22137 Lanaja,52 años,2017,24
Total,22137 Lanaja,53 años,2017,23
Total,22137 Lanaja,54 años,2017,19
Total,22137 Lanaja,55 años,2017,28
Total,22137 Lanaja,56 años,2017,25
Total,22137 Lanaja,57 años,2017,21
Total,22137 Lanaja,58 años,2017,23
Total,22137 Lanaja,59 años,2017,25
Total,22137 Lanaja,60 años,2017,22
Total,22137 Lanaja,61 años,2017,21
Total,22137 Lanaja,62 años,2017,19
Total,22137 Lanaja,63 años,2017,12
Total,22137 Lanaja,64 años,2017,15
Total,22137 Lanaja,65 años,2017,9
Total,22139 Laperdiguera,41 años,2017,0
Total,22139 Laperdiguera,42 años,2017,0
Total,22139 Laperdiguera,43 años,2017,1
Total,22139 Laperdiguera,44 años,2017,1
Total,22139 Laperdiguera,45 años,2017,1
Total,22139 Laperdiguera,46 años,2017,3
Total,22139 Laperdiguera,47 años,2017,3
Total,22139 Laperdiguera,48 años,2017,1
Total,22139 Laperdiguera,49 años,2017,1
Total,22139 Laperdiguera,50 años,2017,2
Total,22139 Laperdiguera,51 años,2017,3
Total,22139 Laperdiguera,52 años,2017,2
Total,22139 Laperdiguera,53 años,2017,1
Total,22139 Laperdiguera,54 años,2017,1
Total,22139 Laperdiguera,55 años,2017,1
Total,22139 Laperdiguera,56 años,2017,1
Total,22139 Laperdiguera,57 años,2017,0
Total,22139 Laperdiguera,58 años,2017,4
Total,22139 Laperdiguera,59 años,2017,4
Total,22139 Laperdiguera,60 años,2017,1
Total,22139 Laperdiguera,61 años,2017,0
Total,22139 Laperdiguera,62 años,2017,0
Total,22139 Laperdiguera,63 años,2017,1
Total,22139 Laperdiguera,64 años,2017,2
Total,22139 Laperdiguera,65 años,2017,2
Total,22141 Lascellas-Ponzano,41 años,2017,4
Total,22141 Lascellas-Ponzano,42 años,2017,0
Total,22141 Lascellas-Ponzano,43 años,2017,2
Total,22141 Lascellas-Ponzano,44 años,2017,2
Total,22141 Lascellas-Ponzano,45 años,2017,1
Total,22141 Lascellas-Ponzano,46 años,2017,1
Total,22141 Lascellas-Ponzano,47 años,2017,2
Total,22141 Lascellas-Ponzano,48 años,2017,2
Total,22141 Lascellas-Ponzano,49 años,2017,0
Total,22141 Lascellas-Ponzano,50 años,2017,1
Total,22141 Lascellas-Ponzano,51 años,2017,1
Total,22141 Lascellas-Ponzano,52 años,2017,1
Total,22141 Lascellas-Ponzano,53 años,2017,3
Total,22141 Lascellas-Ponzano,54 años,2017,3
Total,22141 Lascellas-Ponzano,55 años,2017,4
Total,22141 Lascellas-Ponzano,56 años,2017,4
Total,22141 Lascellas-Ponzano,57 años,2017,2
Total,22141 Lascellas-Ponzano,58 años,2017,3
Total,22141 Lascellas-Ponzano,59 años,2017,4
Total,22141 Lascellas-Ponzano,60 años,2017,2
Total,22141 Lascellas-Ponzano,61 años,2017,2
Total,22141 Lascellas-Ponzano,62 años,2017,1
Total,22141 Lascellas-Ponzano,63 años,2017,1
Total,22141 Lascellas-Ponzano,64 años,2017,2
Total,22141 Lascellas-Ponzano,65 años,2017,1
Total,22142 Lascuarre,41 años,2017,2
Total,22142 Lascuarre,42 años,2017,3
Total,22142 Lascuarre,43 años,2017,1
Total,22142 Lascuarre,44 años,2017,0
Total,22142 Lascuarre,45 años,2017,3
Total,22142 Lascuarre,46 años,2017,1
Total,22142 Lascuarre,47 años,2017,0
Total,22142 Lascuarre,48 años,2017,1
Total,22142 Lascuarre,49 años,2017,1
Total,22142 Lascuarre,50 años,2017,1
Total,22142 Lascuarre,51 años,2017,0
Total,22142 Lascuarre,52 años,2017,3
Total,22142 Lascuarre,53 años,2017,1
Total,22142 Lascuarre,54 años,2017,2
Total,22142 Lascuarre,55 años,2017,4
Total,22142 Lascuarre,56 años,2017,1
Total,22142 Lascuarre,57 años,2017,2
Total,22142 Lascuarre,58 años,2017,3
Total,22142 Lascuarre,59 años,2017,4
Total,22142 Lascuarre,60 años,2017,3
Total,22142 Lascuarre,61 años,2017,2
Total,22142 Lascuarre,62 años,2017,1
Total,22142 Lascuarre,63 años,2017,1
Total,22142 Lascuarre,64 años,2017,0
Total,22142 Lascuarre,65 años,2017,3
Total,22143 Laspaúles,41 años,2017,3
Total,22143 Laspaúles,42 años,2017,1
Total,22143 Laspaúles,43 años,2017,5
Total,22143 Laspaúles,44 años,2017,4
Total,22143 Laspaúles,45 años,2017,11
Total,22143 Laspaúles,46 años,2017,4
Total,22143 Laspaúles,47 años,2017,4
Total,22143 Laspaúles,48 años,2017,5
Total,22143 Laspaúles,49 años,2017,0
Total,22143 Laspaúles,50 años,2017,4
Total,22143 Laspaúles,51 años,2017,2
Total,22143 Laspaúles,52 años,2017,5
Total,22143 Laspaúles,53 años,2017,1
Total,22143 Laspaúles,54 años,2017,3
Total,22143 Laspaúles,55 años,2017,5
Total,22143 Laspaúles,56 años,2017,4
Total,22143 Laspaúles,57 años,2017,3
Total,22143 Laspaúles,58 años,2017,2
Total,22143 Laspaúles,59 años,2017,2
Total,22143 Laspaúles,60 años,2017,8
Total,22143 Laspaúles,61 años,2017,4
Total,22143 Laspaúles,62 años,2017,1
Total,22143 Laspaúles,63 años,2017,3
Total,22143 Laspaúles,64 años,2017,3
Total,22143 Laspaúles,65 años,2017,3
Total,22144 Laspuña,41 años,2017,3
Total,22144 Laspuña,42 años,2017,2
Total,22144 Laspuña,43 años,2017,5
Total,22144 Laspuña,44 años,2017,7
Total,22144 Laspuña,45 años,2017,3
Total,22144 Laspuña,46 años,2017,6
Total,22144 Laspuña,47 años,2017,3
Total,22144 Laspuña,48 años,2017,5
Total,22144 Laspuña,49 años,2017,3
Total,22144 Laspuña,50 años,2017,2
Total,22144 Laspuña,51 años,2017,1
Total,22144 Laspuña,52 años,2017,3
Total,22144 Laspuña,53 años,2017,4
Total,22144 Laspuña,54 años,2017,2
Total,22144 Laspuña,55 años,2017,3
Total,22144 Laspuña,56 años,2017,7
Total,22144 Laspuña,57 años,2017,2
Total,22144 Laspuña,58 años,2017,3
Total,22144 Laspuña,59 años,2017,5
Total,22144 Laspuña,60 años,2017,4
Total,22144 Laspuña,61 años,2017,4
Total,22144 Laspuña,62 años,2017,7
Total,22144 Laspuña,63 años,2017,7
Total,22144 Laspuña,64 años,2017,6
Total,22144 Laspuña,65 años,2017,3
Total,22149 Loarre,41 años,2017,9
Total,22149 Loarre,42 años,2017,2
Total,22149 Loarre,43 años,2017,2
Total,22149 Loarre,44 años,2017,7
Total,22149 Loarre,45 años,2017,2
Total,22149 Loarre,46 años,2017,4
Total,22149 Loarre,47 años,2017,9
Total,22149 Loarre,48 años,2017,6
Total,22149 Loarre,49 años,2017,3
Total,22149 Loarre,50 años,2017,3
Total,22149 Loarre,51 años,2017,3
Total,22149 Loarre,52 años,2017,8
Total,22149 Loarre,53 años,2017,10
Total,22149 Loarre,54 años,2017,4
Total,22149 Loarre,55 años,2017,6
Total,22149 Loarre,56 años,2017,3
Total,22149 Loarre,57 años,2017,5
Total,22149 Loarre,58 años,2017,6
Total,22149 Loarre,59 años,2017,9
Total,22149 Loarre,60 años,2017,1
Total,22149 Loarre,61 años,2017,6
Total,22149 Loarre,62 años,2017,3
Total,22149 Loarre,63 años,2017,5
Total,22149 Loarre,64 años,2017,3
Total,22149 Loarre,65 años,2017,3
Total,22150 Loporzano,41 años,2017,6
Total,22150 Loporzano,42 años,2017,15
Total,22150 Loporzano,43 años,2017,6
Total,22150 Loporzano,44 años,2017,9
Total,22150 Loporzano,45 años,2017,12
Total,22150 Loporzano,46 años,2017,8
Total,22150 Loporzano,47 años,2017,6
Total,22150 Loporzano,48 años,2017,7
Total,22150 Loporzano,49 años,2017,5
Total,22150 Loporzano,50 años,2017,13
Total,22150 Loporzano,51 años,2017,12
Total,22150 Loporzano,52 años,2017,4
Total,22150 Loporzano,53 años,2017,8
Total,22150 Loporzano,54 años,2017,6
Total,22150 Loporzano,55 años,2017,10
Total,22150 Loporzano,56 años,2017,7
Total,22150 Loporzano,57 años,2017,8
Total,22150 Loporzano,58 años,2017,10
Total,22150 Loporzano,59 años,2017,10
Total,22150 Loporzano,60 años,2017,9
Total,22150 Loporzano,61 años,2017,7
Total,22150 Loporzano,62 años,2017,9
Total,22150 Loporzano,63 años,2017,8
Total,22150 Loporzano,64 años,2017,12
Total,22150 Loporzano,65 años,2017,7
Total,22151 Loscorrales,41 años,2017,3
Total,22151 Loscorrales,42 años,2017,1
Total,22151 Loscorrales,43 años,2017,3
Total,22151 Loscorrales,44 años,2017,3
Total,22151 Loscorrales,45 años,2017,0
Total,22151 Loscorrales,46 años,2017,3
Total,22151 Loscorrales,47 años,2017,1
Total,22151 Loscorrales,48 años,2017,0
Total,22151 Loscorrales,49 años,2017,2
Total,22151 Loscorrales,50 años,2017,1
Total,22151 Loscorrales,51 años,2017,1
Total,22151 Loscorrales,52 años,2017,2
Total,22151 Loscorrales,53 años,2017,3
Total,22151 Loscorrales,54 años,2017,2
Total,22151 Loscorrales,55 años,2017,1
Total,22151 Loscorrales,56 años,2017,1
Total,22151 Loscorrales,57 años,2017,0
Total,22151 Loscorrales,58 años,2017,1
Total,22151 Loscorrales,59 años,2017,3
Total,22151 Loscorrales,60 años,2017,2
Total,22151 Loscorrales,61 años,2017,2
Total,22151 Loscorrales,62 años,2017,2
Total,22151 Loscorrales,63 años,2017,2
Total,22151 Loscorrales,64 años,2017,0
Total,22151 Loscorrales,65 años,2017,3
Total,22905 Lupiñén-Ortilla,41 años,2017,6
Total,22905 Lupiñén-Ortilla,42 años,2017,5
Total,22905 Lupiñén-Ortilla,43 años,2017,6
Total,22905 Lupiñén-Ortilla,44 años,2017,2
Total,22905 Lupiñén-Ortilla,45 años,2017,7
Total,22905 Lupiñén-Ortilla,46 años,2017,5
Total,22905 Lupiñén-Ortilla,47 años,2017,5
Total,22905 Lupiñén-Ortilla,48 años,2017,3
Total,22905 Lupiñén-Ortilla,49 años,2017,7
Total,22905 Lupiñén-Ortilla,50 años,2017,7
Total,22905 Lupiñén-Ortilla,51 años,2017,10
Total,22905 Lupiñén-Ortilla,52 años,2017,7
Total,22905 Lupiñén-Ortilla,53 años,2017,3
Total,22905 Lupiñén-Ortilla,54 años,2017,4
Total,22905 Lupiñén-Ortilla,55 años,2017,8
Total,22905 Lupiñén-Ortilla,56 años,2017,7
Total,22905 Lupiñén-Ortilla,57 años,2017,6
Total,22905 Lupiñén-Ortilla,58 años,2017,1
Total,22905 Lupiñén-Ortilla,59 años,2017,5
Total,22905 Lupiñén-Ortilla,60 años,2017,3
Total,22905 Lupiñén-Ortilla,61 años,2017,2
Total,22905 Lupiñén-Ortilla,62 años,2017,4
Total,22905 Lupiñén-Ortilla,63 años,2017,7
Total,22905 Lupiñén-Ortilla,64 años,2017,3
Total,22905 Lupiñén-Ortilla,65 años,2017,3
Total,22155 Monesma y Cajigar,41 años,2017,0
Total,22155 Monesma y Cajigar,42 años,2017,1
Total,22155 Monesma y Cajigar,43 años,2017,1
Total,22155 Monesma y Cajigar,44 años,2017,0
Total,22155 Monesma y Cajigar,45 años,2017,1
Total,22155 Monesma y Cajigar,46 años,2017,0
Total,22155 Monesma y Cajigar,47 años,2017,2
Total,22155 Monesma y Cajigar,48 años,2017,0
Total,22155 Monesma y Cajigar,49 años,2017,1
Total,22155 Monesma y Cajigar,50 años,2017,1
Total,22155 Monesma y Cajigar,51 años,2017,0
Total,22155 Monesma y Cajigar,52 años,2017,2
Total,22155 Monesma y Cajigar,53 años,2017,1
Total,22155 Monesma y Cajigar,54 años,2017,1
Total,22155 Monesma y Cajigar,55 años,2017,5
Total,22155 Monesma y Cajigar,56 años,2017,3
Total,22155 Monesma y Cajigar,57 años,2017,1
Total,22155 Monesma y Cajigar,58 años,2017,2
Total,22155 Monesma y Cajigar,59 años,2017,1
Total,22155 Monesma y Cajigar,60 años,2017,2
Total,22155 Monesma y Cajigar,61 años,2017,3
Total,22155 Monesma y Cajigar,62 años,2017,2
Total,22155 Monesma y Cajigar,63 años,2017,1
Total,22155 Monesma y Cajigar,64 años,2017,1
Total,22155 Monesma y Cajigar,65 años,2017,1
Total,22156 Monflorite-Lascasas,41 años,2017,11
Total,22156 Monflorite-Lascasas,42 años,2017,7
Total,22156 Monflorite-Lascasas,43 años,2017,8
Total,22156 Monflorite-Lascasas,44 años,2017,10
Total,22156 Monflorite-Lascasas,45 años,2017,8
Total,22156 Monflorite-Lascasas,46 años,2017,9
Total,22156 Monflorite-Lascasas,47 años,2017,8
Total,22156 Monflorite-Lascasas,48 años,2017,3
Total,22156 Monflorite-Lascasas,49 años,2017,5
Total,22156 Monflorite-Lascasas,50 años,2017,2
Total,22156 Monflorite-Lascasas,51 años,2017,4
Total,22156 Monflorite-Lascasas,52 años,2017,9
Total,22156 Monflorite-Lascasas,53 años,2017,8
Total,22156 Monflorite-Lascasas,54 años,2017,1
Total,22156 Monflorite-Lascasas,55 años,2017,5
Total,22156 Monflorite-Lascasas,56 años,2017,6
Total,22156 Monflorite-Lascasas,57 años,2017,7
Total,22156 Monflorite-Lascasas,58 años,2017,8
Total,22156 Monflorite-Lascasas,59 años,2017,10
Total,22156 Monflorite-Lascasas,60 años,2017,5
Total,22156 Monflorite-Lascasas,61 años,2017,11
Total,22156 Monflorite-Lascasas,62 años,2017,0
Total,22156 Monflorite-Lascasas,63 años,2017,3
Total,22156 Monflorite-Lascasas,64 años,2017,5
Total,22156 Monflorite-Lascasas,65 años,2017,2
Total,22157 Montanuy,41 años,2017,2
Total,22157 Montanuy,42 años,2017,1
Total,22157 Montanuy,43 años,2017,3
Total,22157 Montanuy,44 años,2017,4
Total,22157 Montanuy,45 años,2017,4
Total,22157 Montanuy,46 años,2017,6
Total,22157 Montanuy,47 años,2017,10
Total,22157 Montanuy,48 años,2017,2
Total,22157 Montanuy,49 años,2017,2
Total,22157 Montanuy,50 años,2017,1
Total,22157 Montanuy,51 años,2017,4
Total,22157 Montanuy,52 años,2017,7
Total,22157 Montanuy,53 años,2017,2
Total,22157 Montanuy,54 años,2017,4
Total,22157 Montanuy,55 años,2017,9
Total,22157 Montanuy,56 años,2017,6
Total,22157 Montanuy,57 años,2017,5
Total,22157 Montanuy,58 años,2017,5
Total,22157 Montanuy,59 años,2017,6
Total,22157 Montanuy,60 años,2017,4
Total,22157 Montanuy,61 años,2017,6
Total,22157 Montanuy,62 años,2017,3
Total,22157 Montanuy,63 años,2017,4
Total,22157 Montanuy,64 años,2017,2
Total,22157 Montanuy,65 años,2017,2
Total,22158 Monzón,41 años,2017,279
Total,22158 Monzón,42 años,2017,302
Total,22158 Monzón,43 años,2017,282
Total,22158 Monzón,44 años,2017,275
Total,22158 Monzón,45 años,2017,259
Total,22158 Monzón,46 años,2017,287
Total,22158 Monzón,47 años,2017,272
Total,22158 Monzón,48 años,2017,286
Total,22158 Monzón,49 años,2017,295
Total,22158 Monzón,50 años,2017,279
Total,22158 Monzón,51 años,2017,288
Total,22158 Monzón,52 años,2017,274
Total,22158 Monzón,53 años,2017,296
Total,22158 Monzón,54 años,2017,245
Total,22158 Monzón,55 años,2017,244
Total,22158 Monzón,56 años,2017,235
Total,22158 Monzón,57 años,2017,231
Total,22158 Monzón,58 años,2017,213
Total,22158 Monzón,59 años,2017,216
Total,22158 Monzón,60 años,2017,192
Total,22158 Monzón,61 años,2017,201
Total,22158 Monzón,62 años,2017,160
Total,22158 Monzón,63 años,2017,182
Total,22158 Monzón,64 años,2017,166
Total,22158 Monzón,65 años,2017,129
Total,22160 Naval,41 años,2017,3
Total,22160 Naval,42 años,2017,3
Total,22160 Naval,43 años,2017,0
Total,22160 Naval,44 años,2017,6
Total,22160 Naval,45 años,2017,5
Total,22160 Naval,46 años,2017,5
Total,22160 Naval,47 años,2017,2
Total,22160 Naval,48 años,2017,2
Total,22160 Naval,49 años,2017,6
Total,22160 Naval,50 años,2017,3
Total,22160 Naval,51 años,2017,4
Total,22160 Naval,52 años,2017,6
Total,22160 Naval,53 años,2017,0
Total,22160 Naval,54 años,2017,4
Total,22160 Naval,55 años,2017,8
Total,22160 Naval,56 años,2017,2
Total,22160 Naval,57 años,2017,4
Total,22160 Naval,58 años,2017,4
Total,22160 Naval,59 años,2017,3
Total,22160 Naval,60 años,2017,6
Total,22160 Naval,61 años,2017,4
Total,22160 Naval,62 años,2017,3
Total,22160 Naval,63 años,2017,1
Total,22160 Naval,64 años,2017,3
Total,22160 Naval,65 años,2017,2
Total,22162 Novales,41 años,2017,4
Total,22162 Novales,42 años,2017,0
Total,22162 Novales,43 años,2017,0
Total,22162 Novales,44 años,2017,2
Total,22162 Novales,45 años,2017,2
Total,22162 Novales,46 años,2017,0
Total,22162 Novales,47 años,2017,0
Total,22162 Novales,48 años,2017,3
Total,22162 Novales,49 años,2017,1
Total,22162 Novales,50 años,2017,2
Total,22162 Novales,51 años,2017,2
Total,22162 Novales,52 años,2017,1
Total,22162 Novales,53 años,2017,5
Total,22162 Novales,54 años,2017,3
Total,22162 Novales,55 años,2017,1
Total,22162 Novales,56 años,2017,6
Total,22162 Novales,57 años,2017,3
Total,22162 Novales,58 años,2017,5
Total,22162 Novales,59 años,2017,3
Total,22162 Novales,60 años,2017,1
Total,22162 Novales,61 años,2017,1
Total,22162 Novales,62 años,2017,1
Total,22162 Novales,63 años,2017,4
Total,22162 Novales,64 años,2017,0
Total,22162 Novales,65 años,2017,2
Total,22163 Nueno,41 años,2017,7
Total,22163 Nueno,42 años,2017,4
Total,22163 Nueno,43 años,2017,15
Total,22163 Nueno,44 años,2017,8
Total,22163 Nueno,45 años,2017,15
Total,22163 Nueno,46 años,2017,9
Total,22163 Nueno,47 años,2017,6
Total,22163 Nueno,48 años,2017,3
Total,22163 Nueno,49 años,2017,7
Total,22163 Nueno,50 años,2017,9
Total,22163 Nueno,51 años,2017,15
Total,22163 Nueno,52 años,2017,11
Total,22163 Nueno,53 años,2017,9
Total,22163 Nueno,54 años,2017,8
Total,22163 Nueno,55 años,2017,6
Total,22163 Nueno,56 años,2017,9
Total,22163 Nueno,57 años,2017,11
Total,22163 Nueno,58 años,2017,10
Total,22163 Nueno,59 años,2017,11
Total,22163 Nueno,60 años,2017,5
Total,22163 Nueno,61 años,2017,14
Total,22163 Nueno,62 años,2017,5
Total,22163 Nueno,63 años,2017,5
Total,22163 Nueno,64 años,2017,15
Total,22163 Nueno,65 años,2017,10
Total,22164 Olvena,41 años,2017,0
Total,22164 Olvena,42 años,2017,0
Total,22164 Olvena,43 años,2017,0
Total,22164 Olvena,44 años,2017,1
Total,22164 Olvena,45 años,2017,0
Total,22164 Olvena,46 años,2017,1
Total,22164 Olvena,47 años,2017,0
Total,22164 Olvena,48 años,2017,0
Total,22164 Olvena,49 años,2017,0
Total,22164 Olvena,50 años,2017,1
Total,22164 Olvena,51 años,2017,0
Total,22164 Olvena,52 años,2017,0
Total,22164 Olvena,53 años,2017,1
Total,22164 Olvena,54 años,2017,1
Total,22164 Olvena,55 años,2017,0
Total,22164 Olvena,56 años,2017,0
Total,22164 Olvena,57 años,2017,0
Total,22164 Olvena,58 años,2017,0
Total,22164 Olvena,59 años,2017,0
Total,22164 Olvena,60 años,2017,0
Total,22164 Olvena,61 años,2017,0
Total,22164 Olvena,62 años,2017,3
Total,22164 Olvena,63 años,2017,0
Total,22164 Olvena,64 años,2017,3
Total,22164 Olvena,65 años,2017,0
Total,22165 Ontiñena,41 años,2017,8
Total,22165 Ontiñena,42 años,2017,5
Total,22165 Ontiñena,43 años,2017,4
Total,22165 Ontiñena,44 años,2017,5
Total,22165 Ontiñena,45 años,2017,5
Total,22165 Ontiñena,46 años,2017,1
Total,22165 Ontiñena,47 años,2017,9
Total,22165 Ontiñena,48 años,2017,10
Total,22165 Ontiñena,49 años,2017,7
Total,22165 Ontiñena,50 años,2017,9
Total,22165 Ontiñena,51 años,2017,6
Total,22165 Ontiñena,52 años,2017,11
Total,22165 Ontiñena,53 años,2017,8
Total,22165 Ontiñena,54 años,2017,8
Total,22165 Ontiñena,55 años,2017,7
Total,22165 Ontiñena,56 años,2017,14
Total,22165 Ontiñena,57 años,2017,15
Total,22165 Ontiñena,58 años,2017,6
Total,22165 Ontiñena,59 años,2017,12
Total,22165 Ontiñena,60 años,2017,10
Total,22165 Ontiñena,61 años,2017,12
Total,22165 Ontiñena,62 años,2017,7
Total,22165 Ontiñena,63 años,2017,7
Total,22165 Ontiñena,64 años,2017,5
Total,22165 Ontiñena,65 años,2017,5
Total,22167 Osso de Cinca,41 años,2017,9
Total,22167 Osso de Cinca,42 años,2017,7
Total,22167 Osso de Cinca,43 años,2017,14
Total,22167 Osso de Cinca,44 años,2017,11
Total,22167 Osso de Cinca,45 años,2017,6
Total,22167 Osso de Cinca,46 años,2017,11
Total,22167 Osso de Cinca,47 años,2017,9
Total,22167 Osso de Cinca,48 años,2017,15
Total,22167 Osso de Cinca,49 años,2017,8
Total,22167 Osso de Cinca,50 años,2017,17
Total,22167 Osso de Cinca,51 años,2017,14
Total,22167 Osso de Cinca,52 años,2017,12
Total,22167 Osso de Cinca,53 años,2017,9
Total,22167 Osso de Cinca,54 años,2017,11
Total,22167 Osso de Cinca,55 años,2017,9
Total,22167 Osso de Cinca,56 años,2017,15
Total,22167 Osso de Cinca,57 años,2017,9
Total,22167 Osso de Cinca,58 años,2017,11
Total,22167 Osso de Cinca,59 años,2017,3
Total,22167 Osso de Cinca,60 años,2017,10
Total,22167 Osso de Cinca,61 años,2017,9
Total,22167 Osso de Cinca,62 años,2017,3
Total,22167 Osso de Cinca,63 años,2017,4
Total,22167 Osso de Cinca,64 años,2017,13
Total,22167 Osso de Cinca,65 años,2017,9
Total,22168 Palo,41 años,2017,1
Total,22168 Palo,42 años,2017,0
Total,22168 Palo,43 años,2017,0
Total,22168 Palo,44 años,2017,1
Total,22168 Palo,45 años,2017,0
Total,22168 Palo,46 años,2017,0
Total,22168 Palo,47 años,2017,0
Total,22168 Palo,48 años,2017,0
Total,22168 Palo,49 años,2017,0
Total,22168 Palo,50 años,2017,0
Total,22168 Palo,51 años,2017,0
Total,22168 Palo,52 años,2017,0
Total,22168 Palo,53 años,2017,0
Total,22168 Palo,54 años,2017,1
Total,22168 Palo,55 años,2017,0
Total,22168 Palo,56 años,2017,1
Total,22168 Palo,57 años,2017,0
Total,22168 Palo,58 años,2017,1
Total,22168 Palo,59 años,2017,0
Total,22168 Palo,60 años,2017,0
Total,22168 Palo,61 años,2017,1
Total,22168 Palo,62 años,2017,0
Total,22168 Palo,63 años,2017,1
Total,22168 Palo,64 años,2017,1
Total,22168 Palo,65 años,2017,1
Total,22170 Panticosa,41 años,2017,15
Total,22170 Panticosa,42 años,2017,18
Total,22170 Panticosa,43 años,2017,13
Total,22170 Panticosa,44 años,2017,8
Total,22170 Panticosa,45 años,2017,9
Total,22170 Panticosa,46 años,2017,13
Total,22170 Panticosa,47 años,2017,9
Total,22170 Panticosa,48 años,2017,9
Total,22170 Panticosa,49 años,2017,20
Total,22170 Panticosa,50 años,2017,21
Total,22170 Panticosa,51 años,2017,11
Total,22170 Panticosa,52 años,2017,18
Total,22170 Panticosa,53 años,2017,15
Total,22170 Panticosa,54 años,2017,15
Total,22170 Panticosa,55 años,2017,12
Total,22170 Panticosa,56 años,2017,14
Total,22170 Panticosa,57 años,2017,13
Total,22170 Panticosa,58 años,2017,13
Total,22170 Panticosa,59 años,2017,16
