Sexo,Municipios,Edad (año a año),Periodo,Total
Total,22027 Angüés,56 años,2017,4
Total,22027 Angüés,57 años,2017,7
Total,22027 Angüés,58 años,2017,7
Total,22027 Angüés,59 años,2017,5
Total,22027 Angüés,60 años,2017,6
Total,22027 Angüés,61 años,2017,6
Total,22027 Angüés,62 años,2017,0
Total,22027 Angüés,63 años,2017,6
Total,22027 Angüés,64 años,2017,8
Total,22027 Angüés,65 años,2017,1
Total,22028 Ansó,41 años,2017,3
Total,22028 Ansó,42 años,2017,7
Total,22028 Ansó,43 años,2017,6
Total,22028 Ansó,44 años,2017,9
Total,22028 Ansó,45 años,2017,8
Total,22028 Ansó,46 años,2017,5
Total,22028 Ansó,47 años,2017,5
Total,22028 Ansó,48 años,2017,11
Total,22028 Ansó,49 años,2017,7
Total,22028 Ansó,50 años,2017,6
Total,22028 Ansó,51 años,2017,5
Total,22028 Ansó,52 años,2017,7
Total,22028 Ansó,53 años,2017,4
Total,22028 Ansó,54 años,2017,4
Total,22028 Ansó,55 años,2017,8
Total,22028 Ansó,56 años,2017,6
Total,22028 Ansó,57 años,2017,5
Total,22028 Ansó,58 años,2017,5
Total,22028 Ansó,59 años,2017,5
Total,22028 Ansó,60 años,2017,3
Total,22028 Ansó,61 años,2017,7
Total,22028 Ansó,62 años,2017,4
Total,22028 Ansó,63 años,2017,6
Total,22028 Ansó,64 años,2017,5
Total,22028 Ansó,65 años,2017,4
Total,22029 Antillón,41 años,2017,3
Total,22029 Antillón,42 años,2017,1
Total,22029 Antillón,43 años,2017,0
Total,22029 Antillón,44 años,2017,4
Total,22029 Antillón,45 años,2017,1
Total,22029 Antillón,46 años,2017,0
Total,22029 Antillón,47 años,2017,1
Total,22029 Antillón,48 años,2017,3
Total,22029 Antillón,49 años,2017,1
Total,22029 Antillón,50 años,2017,0
Total,22029 Antillón,51 años,2017,1
Total,22029 Antillón,52 años,2017,1
Total,22029 Antillón,53 años,2017,2
Total,22029 Antillón,54 años,2017,2
Total,22029 Antillón,55 años,2017,1
Total,22029 Antillón,56 años,2017,3
Total,22029 Antillón,57 años,2017,2
Total,22029 Antillón,58 años,2017,2
Total,22029 Antillón,59 años,2017,2
Total,22029 Antillón,60 años,2017,4
Total,22029 Antillón,61 años,2017,1
Total,22029 Antillón,62 años,2017,4
Total,22029 Antillón,63 años,2017,1
Total,22029 Antillón,64 años,2017,5
Total,22029 Antillón,65 años,2017,2
Total,22032 Aragüés del Puerto,41 años,2017,3
Total,22032 Aragüés del Puerto,42 años,2017,2
Total,22032 Aragüés del Puerto,43 años,2017,3
Total,22032 Aragüés del Puerto,44 años,2017,1
Total,22032 Aragüés del Puerto,45 años,2017,0
Total,22032 Aragüés del Puerto,46 años,2017,1
Total,22032 Aragüés del Puerto,47 años,2017,2
Total,22032 Aragüés del Puerto,48 años,2017,2
Total,22032 Aragüés del Puerto,49 años,2017,2
Total,22032 Aragüés del Puerto,50 años,2017,3
Total,22032 Aragüés del Puerto,51 años,2017,1
Total,22032 Aragüés del Puerto,52 años,2017,0
Total,22032 Aragüés del Puerto,53 años,2017,1
Total,22032 Aragüés del Puerto,54 años,2017,0
Total,22032 Aragüés del Puerto,55 años,2017,2
Total,22032 Aragüés del Puerto,56 años,2017,3
Total,22032 Aragüés del Puerto,57 años,2017,1
Total,22032 Aragüés del Puerto,58 años,2017,3
Total,22032 Aragüés del Puerto,59 años,2017,3
Total,22032 Aragüés del Puerto,60 años,2017,3
Total,22032 Aragüés del Puerto,61 años,2017,3
Total,22032 Aragüés del Puerto,62 años,2017,2
Total,22032 Aragüés del Puerto,63 años,2017,0
Total,22032 Aragüés del Puerto,64 años,2017,1
Total,22032 Aragüés del Puerto,65 años,2017,2
Total,22035 Arén,41 años,2017,2
Total,22035 Arén,42 años,2017,5
Total,22035 Arén,43 años,2017,3
Total,22035 Arén,44 años,2017,6
Total,22035 Arén,45 años,2017,3
Total,22035 Arén,46 años,2017,1
Total,22035 Arén,47 años,2017,4
Total,22035 Arén,48 años,2017,8
Total,22035 Arén,49 años,2017,4
Total,22035 Arén,50 años,2017,7
Total,22035 Arén,51 años,2017,5
Total,22035 Arén,52 años,2017,4
Total,22035 Arén,53 años,2017,7
Total,22035 Arén,54 años,2017,3
Total,22035 Arén,55 años,2017,2
Total,22035 Arén,56 años,2017,5
Total,22035 Arén,57 años,2017,8
Total,22035 Arén,58 años,2017,9
Total,22035 Arén,59 años,2017,6
Total,22035 Arén,60 años,2017,2
Total,22035 Arén,61 años,2017,9
Total,22035 Arén,62 años,2017,3
Total,22035 Arén,63 años,2017,4
Total,22035 Arén,64 años,2017,2
Total,22035 Arén,65 años,2017,1
Total,22036 Argavieso,41 años,2017,2
Total,22036 Argavieso,42 años,2017,2
Total,22036 Argavieso,43 años,2017,1
Total,22036 Argavieso,44 años,2017,2
Total,22036 Argavieso,45 años,2017,0
Total,22036 Argavieso,46 años,2017,0
Total,22036 Argavieso,47 años,2017,0
Total,22036 Argavieso,48 años,2017,1
Total,22036 Argavieso,49 años,2017,2
Total,22036 Argavieso,50 años,2017,2
Total,22036 Argavieso,51 años,2017,1
Total,22036 Argavieso,52 años,2017,2
Total,22036 Argavieso,53 años,2017,1
Total,22036 Argavieso,54 años,2017,0
Total,22036 Argavieso,55 años,2017,1
Total,22036 Argavieso,56 años,2017,2
Total,22036 Argavieso,57 años,2017,2
Total,22036 Argavieso,58 años,2017,2
Total,22036 Argavieso,59 años,2017,0
Total,22036 Argavieso,60 años,2017,1
Total,22036 Argavieso,61 años,2017,0
Total,22036 Argavieso,62 años,2017,0
Total,22036 Argavieso,63 años,2017,1
Total,22036 Argavieso,64 años,2017,0
Total,22036 Argavieso,65 años,2017,5
Total,22037 Arguis,41 años,2017,2
Total,22037 Arguis,42 años,2017,1
Total,22037 Arguis,43 años,2017,2
Total,22037 Arguis,44 años,2017,2
Total,22037 Arguis,45 años,2017,2
Total,22037 Arguis,46 años,2017,2
Total,22037 Arguis,47 años,2017,1
Total,22037 Arguis,48 años,2017,3
Total,22037 Arguis,49 años,2017,0
Total,22037 Arguis,50 años,2017,3
Total,22037 Arguis,51 años,2017,4
Total,22037 Arguis,52 años,2017,4
Total,22037 Arguis,53 años,2017,1
Total,22037 Arguis,54 años,2017,2
Total,22037 Arguis,55 años,2017,4
Total,22037 Arguis,56 años,2017,6
Total,22037 Arguis,57 años,2017,3
Total,22037 Arguis,58 años,2017,3
Total,22037 Arguis,59 años,2017,3
Total,22037 Arguis,60 años,2017,4
Total,22037 Arguis,61 años,2017,0
Total,22037 Arguis,62 años,2017,1
Total,22037 Arguis,63 años,2017,5
Total,22037 Arguis,64 años,2017,3
Total,22037 Arguis,65 años,2017,1
Total,22039 Ayerbe,41 años,2017,12
Total,22039 Ayerbe,42 años,2017,21
Total,22039 Ayerbe,43 años,2017,18
Total,22039 Ayerbe,44 años,2017,12
Total,22039 Ayerbe,45 años,2017,20
Total,22039 Ayerbe,46 años,2017,17
Total,22039 Ayerbe,47 años,2017,19
Total,22039 Ayerbe,48 años,2017,15
Total,22039 Ayerbe,49 años,2017,8
Total,22039 Ayerbe,50 años,2017,15
Total,22039 Ayerbe,51 años,2017,13
Total,22039 Ayerbe,52 años,2017,17
Total,22039 Ayerbe,53 años,2017,12
Total,22039 Ayerbe,54 años,2017,12
Total,22039 Ayerbe,55 años,2017,10
Total,22039 Ayerbe,56 años,2017,19
Total,22039 Ayerbe,57 años,2017,14
Total,22039 Ayerbe,58 años,2017,9
Total,22039 Ayerbe,59 años,2017,10
Total,22039 Ayerbe,60 años,2017,16
Total,22039 Ayerbe,61 años,2017,5
Total,22039 Ayerbe,62 años,2017,12
Total,22039 Ayerbe,63 años,2017,12
Total,22039 Ayerbe,64 años,2017,12
Total,22039 Ayerbe,65 años,2017,19
Total,22040 Azanuy-Alins,41 años,2017,2
Total,22040 Azanuy-Alins,42 años,2017,0
Total,22040 Azanuy-Alins,43 años,2017,2
Total,22040 Azanuy-Alins,44 años,2017,2
Total,22040 Azanuy-Alins,45 años,2017,3
Total,22040 Azanuy-Alins,46 años,2017,2
Total,22040 Azanuy-Alins,47 años,2017,4
Total,22040 Azanuy-Alins,48 años,2017,2
Total,22040 Azanuy-Alins,49 años,2017,2
Total,22040 Azanuy-Alins,50 años,2017,1
Total,22040 Azanuy-Alins,51 años,2017,1
Total,22040 Azanuy-Alins,52 años,2017,2
Total,22040 Azanuy-Alins,53 años,2017,1
Total,22040 Azanuy-Alins,54 años,2017,2
Total,22040 Azanuy-Alins,55 años,2017,1
Total,22040 Azanuy-Alins,56 años,2017,2
Total,22040 Azanuy-Alins,57 años,2017,3
Total,22040 Azanuy-Alins,58 años,2017,1
Total,22040 Azanuy-Alins,59 años,2017,2
Total,22040 Azanuy-Alins,60 años,2017,7
Total,22040 Azanuy-Alins,61 años,2017,1
Total,22040 Azanuy-Alins,62 años,2017,3
Total,22040 Azanuy-Alins,63 años,2017,1
Total,22040 Azanuy-Alins,64 años,2017,3
Total,22040 Azanuy-Alins,65 años,2017,6
Total,22041 Azara,41 años,2017,3
Total,22041 Azara,42 años,2017,3
Total,22041 Azara,43 años,2017,3
Total,22041 Azara,44 años,2017,1
Total,22041 Azara,45 años,2017,0
Total,22041 Azara,46 años,2017,2
Total,22041 Azara,47 años,2017,1
Total,22041 Azara,48 años,2017,4
Total,22041 Azara,49 años,2017,2
Total,22041 Azara,50 años,2017,1
Total,22041 Azara,51 años,2017,3
Total,22041 Azara,52 años,2017,5
Total,22041 Azara,53 años,2017,2
Total,22041 Azara,54 años,2017,2
Total,22041 Azara,55 años,2017,4
Total,22041 Azara,56 años,2017,4
Total,22041 Azara,57 años,2017,2
Total,22041 Azara,58 años,2017,2
Total,22041 Azara,59 años,2017,4
Total,22041 Azara,60 años,2017,2
Total,22041 Azara,61 años,2017,5
Total,22041 Azara,62 años,2017,2
Total,22041 Azara,63 años,2017,3
Total,22041 Azara,64 años,2017,3
Total,22041 Azara,65 años,2017,1
Total,22042 Azlor,41 años,2017,2
Total,22042 Azlor,42 años,2017,2
Total,22042 Azlor,43 años,2017,3
Total,22042 Azlor,44 años,2017,3
Total,22042 Azlor,45 años,2017,1
Total,22042 Azlor,46 años,2017,2
Total,22042 Azlor,47 años,2017,4
Total,22042 Azlor,48 años,2017,3
Total,22042 Azlor,49 años,2017,3
Total,22042 Azlor,50 años,2017,3
Total,22042 Azlor,51 años,2017,2
Total,22042 Azlor,52 años,2017,1
Total,22042 Azlor,53 años,2017,2
Total,22042 Azlor,54 años,2017,2
Total,22042 Azlor,55 años,2017,2
Total,22042 Azlor,56 años,2017,1
Total,22042 Azlor,57 años,2017,0
Total,22042 Azlor,58 años,2017,0
Total,22042 Azlor,59 años,2017,2
Total,22042 Azlor,60 años,2017,1
Total,22042 Azlor,61 años,2017,2
Total,22042 Azlor,62 años,2017,1
Total,22042 Azlor,63 años,2017,0
Total,22042 Azlor,64 años,2017,3
Total,22042 Azlor,65 años,2017,0
Total,22043 Baélls,41 años,2017,1
Total,22043 Baélls,42 años,2017,1
Total,22043 Baélls,43 años,2017,1
Total,22043 Baélls,44 años,2017,2
Total,22043 Baélls,45 años,2017,2
Total,22043 Baélls,46 años,2017,0
Total,22043 Baélls,47 años,2017,1
Total,22043 Baélls,48 años,2017,0
Total,22043 Baélls,49 años,2017,0
Total,22043 Baélls,50 años,2017,1
Total,22043 Baélls,51 años,2017,0
Total,22043 Baélls,52 años,2017,0
Total,22043 Baélls,53 años,2017,1
Total,22043 Baélls,54 años,2017,1
Total,22043 Baélls,55 años,2017,3
Total,22043 Baélls,56 años,2017,0
Total,22043 Baélls,57 años,2017,1
Total,22043 Baélls,58 años,2017,2
Total,22043 Baélls,59 años,2017,2
Total,22043 Baélls,60 años,2017,2
Total,22043 Baélls,61 años,2017,4
Total,22043 Baélls,62 años,2017,2
Total,22043 Baélls,63 años,2017,4
Total,22043 Baélls,64 años,2017,4
Total,22043 Baélls,65 años,2017,1
Total,22044 Bailo,41 años,2017,3
Total,22044 Bailo,42 años,2017,4
Total,22044 Bailo,43 años,2017,5
Total,22044 Bailo,44 años,2017,8
Total,22044 Bailo,45 años,2017,4
Total,22044 Bailo,46 años,2017,3
Total,22044 Bailo,47 años,2017,5
Total,22044 Bailo,48 años,2017,4
Total,22044 Bailo,49 años,2017,2
Total,22044 Bailo,50 años,2017,9
Total,22044 Bailo,51 años,2017,2
Total,22044 Bailo,52 años,2017,5
Total,22044 Bailo,53 años,2017,5
Total,22044 Bailo,54 años,2017,9
Total,22044 Bailo,55 años,2017,5
Total,22044 Bailo,56 años,2017,5
Total,22044 Bailo,57 años,2017,8
Total,22044 Bailo,58 años,2017,4
Total,22044 Bailo,59 años,2017,5
Total,22044 Bailo,60 años,2017,5
Total,22044 Bailo,61 años,2017,6
Total,22044 Bailo,62 años,2017,4
Total,22044 Bailo,63 años,2017,2
Total,22044 Bailo,64 años,2017,2
Total,22044 Bailo,65 años,2017,3
Total,22045 Baldellou,41 años,2017,1
Total,22045 Baldellou,42 años,2017,0
Total,22045 Baldellou,43 años,2017,0
Total,22045 Baldellou,44 años,2017,1
Total,22045 Baldellou,45 años,2017,0
Total,22045 Baldellou,46 años,2017,1
Total,22045 Baldellou,47 años,2017,0
Total,22045 Baldellou,48 años,2017,0
Total,22045 Baldellou,49 años,2017,1
Total,22045 Baldellou,50 años,2017,0
Total,22045 Baldellou,51 años,2017,3
Total,22045 Baldellou,52 años,2017,0
Total,22045 Baldellou,53 años,2017,0
Total,22045 Baldellou,54 años,2017,3
Total,22045 Baldellou,55 años,2017,1
Total,22045 Baldellou,56 años,2017,4
Total,22045 Baldellou,57 años,2017,4
Total,22045 Baldellou,58 años,2017,2
Total,22045 Baldellou,59 años,2017,2
Total,22045 Baldellou,60 años,2017,1
Total,22045 Baldellou,61 años,2017,0
Total,22045 Baldellou,62 años,2017,0
Total,22045 Baldellou,63 años,2017,1
Total,22045 Baldellou,64 años,2017,0
Total,22045 Baldellou,65 años,2017,1
Total,22046 Ballobar,41 años,2017,6
Total,22046 Ballobar,42 años,2017,8
Total,22046 Ballobar,43 años,2017,7
Total,22046 Ballobar,44 años,2017,13
Total,22046 Ballobar,45 años,2017,13
Total,22046 Ballobar,46 años,2017,10
Total,22046 Ballobar,47 años,2017,10
Total,22046 Ballobar,48 años,2017,13
Total,22046 Ballobar,49 años,2017,9
Total,22046 Ballobar,50 años,2017,9
Total,22046 Ballobar,51 años,2017,14
Total,22046 Ballobar,52 años,2017,17
Total,22046 Ballobar,53 años,2017,9
Total,22046 Ballobar,54 años,2017,13
Total,22046 Ballobar,55 años,2017,9
Total,22046 Ballobar,56 años,2017,17
Total,22046 Ballobar,57 años,2017,22
Total,22046 Ballobar,58 años,2017,14
Total,22046 Ballobar,59 años,2017,10
Total,22046 Ballobar,60 años,2017,13
Total,22046 Ballobar,61 años,2017,13
Total,22046 Ballobar,62 años,2017,6
Total,22046 Ballobar,63 años,2017,17
Total,22046 Ballobar,64 años,2017,11
Total,22046 Ballobar,65 años,2017,9
Total,22047 Banastás,41 años,2017,9
Total,22047 Banastás,42 años,2017,7
Total,22047 Banastás,43 años,2017,9
Total,22047 Banastás,44 años,2017,2
Total,22047 Banastás,45 años,2017,8
Total,22047 Banastás,46 años,2017,5
Total,22047 Banastás,47 años,2017,5
Total,22047 Banastás,48 años,2017,5
Total,22047 Banastás,49 años,2017,1
Total,22047 Banastás,50 años,2017,8
Total,22047 Banastás,51 años,2017,1
Total,22047 Banastás,52 años,2017,6
Total,22047 Banastás,53 años,2017,6
Total,22047 Banastás,54 años,2017,0
Total,22047 Banastás,55 años,2017,8
Total,22047 Banastás,56 años,2017,5
Total,22047 Banastás,57 años,2017,4
Total,22047 Banastás,58 años,2017,9
Total,22047 Banastás,59 años,2017,7
Total,22047 Banastás,60 años,2017,7
Total,22047 Banastás,61 años,2017,6
Total,22047 Banastás,62 años,2017,9
Total,22047 Banastás,63 años,2017,1
Total,22047 Banastás,64 años,2017,6
Total,22047 Banastás,65 años,2017,0
Total,22048 Barbastro,41 años,2017,259
Total,22048 Barbastro,42 años,2017,266
Total,22048 Barbastro,43 años,2017,246
Total,22048 Barbastro,44 años,2017,264
Total,22048 Barbastro,45 años,2017,254
Total,22048 Barbastro,46 años,2017,233
Total,22048 Barbastro,47 años,2017,259
Total,22048 Barbastro,48 años,2017,225
Total,22048 Barbastro,49 años,2017,268
Total,22048 Barbastro,50 años,2017,236
Total,22048 Barbastro,51 años,2017,273
Total,22048 Barbastro,52 años,2017,258
Total,22048 Barbastro,53 años,2017,262
Total,22048 Barbastro,54 años,2017,248
Total,22048 Barbastro,55 años,2017,245
Total,22048 Barbastro,56 años,2017,256
Total,22048 Barbastro,57 años,2017,252
Total,22048 Barbastro,58 años,2017,229
Total,22048 Barbastro,59 años,2017,223
Total,22048 Barbastro,60 años,2017,213
Total,22048 Barbastro,61 años,2017,196
Total,22048 Barbastro,62 años,2017,200
Total,22048 Barbastro,63 años,2017,202
Total,22048 Barbastro,64 años,2017,162
Total,22048 Barbastro,65 años,2017,162
Total,22049 Barbués,41 años,2017,1
Total,22049 Barbués,42 años,2017,1
Total,22049 Barbués,43 años,2017,1
Total,22049 Barbués,44 años,2017,0
Total,22049 Barbués,45 años,2017,0
Total,22049 Barbués,46 años,2017,0
Total,22049 Barbués,47 años,2017,0
Total,22049 Barbués,48 años,2017,1
Total,22049 Barbués,49 años,2017,2
Total,22049 Barbués,50 años,2017,3
Total,22049 Barbués,51 años,2017,3
Total,22049 Barbués,52 años,2017,1
Total,22049 Barbués,53 años,2017,2
Total,22049 Barbués,54 años,2017,1
Total,22049 Barbués,55 años,2017,3
Total,22049 Barbués,56 años,2017,2
Total,22049 Barbués,57 años,2017,1
Total,22049 Barbués,58 años,2017,1
Total,22049 Barbués,59 años,2017,3
Total,22049 Barbués,60 años,2017,0
Total,22049 Barbués,61 años,2017,3
Total,22049 Barbués,62 años,2017,1
Total,22049 Barbués,63 años,2017,2
Total,22049 Barbués,64 años,2017,1
Total,22049 Barbués,65 años,2017,0
Total,22050 Barbuñales,41 años,2017,4
Total,22050 Barbuñales,42 años,2017,0
Total,22050 Barbuñales,43 años,2017,1
Total,22050 Barbuñales,44 años,2017,0
Total,22050 Barbuñales,45 años,2017,1
Total,22050 Barbuñales,46 años,2017,0
Total,22050 Barbuñales,47 años,2017,1
Total,22050 Barbuñales,48 años,2017,1
Total,22050 Barbuñales,49 años,2017,0
Total,22050 Barbuñales,50 años,2017,0
Total,22050 Barbuñales,51 años,2017,2
Total,22050 Barbuñales,52 años,2017,2
Total,22050 Barbuñales,53 años,2017,3
Total,22050 Barbuñales,54 años,2017,4
Total,22050 Barbuñales,55 años,2017,3
Total,22050 Barbuñales,56 años,2017,1
Total,22050 Barbuñales,57 años,2017,2
Total,22050 Barbuñales,58 años,2017,0
Total,22050 Barbuñales,59 años,2017,1
Total,22050 Barbuñales,60 años,2017,3
Total,22050 Barbuñales,61 años,2017,3
Total,22050 Barbuñales,62 años,2017,2
Total,22050 Barbuñales,63 años,2017,2
Total,22050 Barbuñales,64 años,2017,2
Total,22050 Barbuñales,65 años,2017,1
Total,22051 Bárcabo,41 años,2017,2
Total,22051 Bárcabo,42 años,2017,4
Total,22051 Bárcabo,43 años,2017,1
Total,22051 Bárcabo,44 años,2017,1
Total,22051 Bárcabo,45 años,2017,0
Total,22051 Bárcabo,46 años,2017,2
Total,22051 Bárcabo,47 años,2017,1
Total,22051 Bárcabo,48 años,2017,1
Total,22051 Bárcabo,49 años,2017,2
Total,22051 Bárcabo,50 años,2017,2
Total,22051 Bárcabo,51 años,2017,0
Total,22051 Bárcabo,52 años,2017,1
Total,22051 Bárcabo,53 años,2017,3
Total,22051 Bárcabo,54 años,2017,2
Total,22051 Bárcabo,55 años,2017,2
Total,22051 Bárcabo,56 años,2017,4
Total,22051 Bárcabo,57 años,2017,2
Total,22051 Bárcabo,58 años,2017,1
Total,22051 Bárcabo,59 años,2017,3
Total,22051 Bárcabo,60 años,2017,4
Total,22051 Bárcabo,61 años,2017,1
Total,22051 Bárcabo,62 años,2017,0
Total,22051 Bárcabo,63 años,2017,3
Total,22051 Bárcabo,64 años,2017,2
Total,22051 Bárcabo,65 años,2017,3
Total,22052 Belver de Cinca,41 años,2017,18
Total,22052 Belver de Cinca,42 años,2017,19
Total,22052 Belver de Cinca,43 años,2017,22
Total,22052 Belver de Cinca,44 años,2017,27
Total,22052 Belver de Cinca,45 años,2017,15
Total,22052 Belver de Cinca,46 años,2017,18
Total,22052 Belver de Cinca,47 años,2017,21
Total,22052 Belver de Cinca,48 años,2017,18
Total,22052 Belver de Cinca,49 años,2017,17
Total,22052 Belver de Cinca,50 años,2017,19
Total,22052 Belver de Cinca,51 años,2017,20
Total,22052 Belver de Cinca,52 años,2017,20
Total,22052 Belver de Cinca,53 años,2017,15
Total,22052 Belver de Cinca,54 años,2017,21
Total,22052 Belver de Cinca,55 años,2017,14
Total,22052 Belver de Cinca,56 años,2017,8
Total,22052 Belver de Cinca,57 años,2017,10
Total,22052 Belver de Cinca,58 años,2017,19
Total,22052 Belver de Cinca,59 años,2017,19
Total,22052 Belver de Cinca,60 años,2017,9
