year,cp,name,population,superficie
1900,44193,Puertomingalvo,1271,103.62
1900,44194,Ráfales,859,35.61
1900,44195,Rillo,502,53.31
1900,44196,Riodeva,716,34.34
1900,44197,Ródenas,415,44.26
1900,44198,Royuela,459,32
1900,44199,Rubiales,290,27.42
1900,44200,Rubielos de la Cérida,501,66
1900,44201,Rubielos de Mora,2284,66
1900,44203,Salcedillo,155,16.89
1900,44204,Saldón,435,28.37
1900,44205,Samper de Calanda,2647,142
1900,44206,San Agustín,1204,56.57
1900,44207,San Martín del Río,1330,5.42
1900,44208,Santa Cruz de Nogueras,346,19.51
1900,44209,Santa Eulalia,1164,80.97
1900,44210,Sarrión,2233,140.44
1900,44211,Segura de los Baños,795,54.15
1900,44212,Seno,453,17.85
1900,44213,Singra,399,36.72
1900,44215,Terriente,1109,47.98
1900,44216,Teruel,12745,440.41
1900,44217,Toril y Masegoso,366,30.67
1900,44218,Tormón,303,29.34
1900,44219,Tornos,578,48.95
1900,44220,Torralba de los Sisones,608,40.39
1900,44221,Torrecilla de Alcañiz,1105,26.76
1900,44222,Torrecilla del Rebollar,891,26.76
1900,44223,Torre de Arcas,485,34.28
1900,44224,Torre de las Arcas,545,37.17
1900,44225,Torre del Compte,748,19.46
1900,44226,Torrelacárcel,521,35.54
1900,44227,Torre los Negros,456,29.15
1900,44228,Torremocha de Jiloca,420,33.94
1900,44229,Torres de Albarracín,591,28.31
1900,44230,Torrevelilla,776,33.44
1900,44231,Torrijas,689,57.34
1900,44232,Torrijo del Campo,1308,44.04
1900,44234,Tramacastiel,668,47.29
1900,44235,Tramacastilla,455,24.81
1900,44236,Tronchón,997,57.11
1900,44237,Urrea de Gaén,1195,41.12
1900,44238,Utrillas,712,39.82
1900,44239,Valacloche,219,15.02
1900,44240,Valbona,675,40.72
1900,44241,Valdealgorfa,1665,46.93
1900,44243,Valdecuenca,320,18.64
1900,44244,Valdelinares,825,55.09
1900,44245,Valdeltormo,699,16
1900,44246,Valderrobres,3058,124.04
1900,44247,Valjunquera,1225,41.84
1900,44249,El Vallecillo,467,21.59
1900,44250,Veguillas de la Sierra,292,13.67
1900,44251,Villafranca del Campo,988,63.64
1900,44252,Villahermosa del Campo,236,19
1900,44256,Villanueva del Rebollar de la Sierra,309,75.99
1900,44257,Villar del Cobo,596,54.13
1900,44258,Villar del Salz,412,38.69
1900,44260,Villarluengo,2128,157.89
1900,44261,Villarquemado,872,56.43
1900,44262,Villarroya de los Pinares,1095,91
1900,44263,Villastar,737,39.05
1900,44264,Villel,1182,85.38
1900,44265,Vinaceite,544,50.07
1900,44266,Visiedo,656,55.53
1900,44267,Vivel del Río Martín,946,51.16
1900,44268,La Zoma,181,14
1910,44001,Ababuj,458,54
1910,44002,Abejuela,711,86.67
1910,44003,Aguatón,185,21.64
1910,44004,Aguaviva,1793,42.15
1910,44005,Aguilar del Alfambra,496,39.04
1910,44006,Alacón,1007,47
1910,44007,Alba,694,69.53
1910,44008,Albalate del Arzobispo,4537,205.69
1910,44009,Albarracín,1752,452.72
1910,44010,Albentosa,1038,68
1910,44011,Alcaine,1347,57.38
1910,44012,Alcalá de la Selva,1647,104.95
1910,44013,Alcañiz,8397,472.12
1910,44014,Alcorisa,3575,121
1910,44016,Alfambra,1340,122.44
1910,44017,Aliaga,1799,193.08
1910,44018,Almohaja,271,25.55
1910,44019,Alobras,561,30.72
1910,44020,Alpeñés,241,28.62
1910,44021,Allepuz,1014,67.26
1910,44022,Alloza,1926,81
1910,44023,Allueva,208,18.65
1910,44024,Anadón,391,24.62
1910,44025,Andorra,2979,141.36
1910,44026,Arcos de las Salinas,1280,112.99
1910,44027,Arens de Lledó,766,34.27
1910,44028,Argente,710,62.58
1910,44029,Ariño,1506,81.93
1910,44031,Azaila,778,81.44
1910,44032,Bádenas,451,31.31
1910,44033,Báguena,1402,25.17
1910,44034,Bañón,720,54.27
1910,44035,Barrachina,722,24.86
1910,44036,Bea,167,23.37
1910,44037,Beceite,1902,96.72
1910,44038,Belmonte de San José,820,43.68
1910,44039,Bello,1145,52.49
1910,44040,Berge,804,42.64
1910,44041,Bezas,336,26.32
1910,44042,Blancas,921,73
1910,44043,Blesa,1430,80.39
1910,44044,Bordón,527,29.98
1910,44045,Bronchales,991,59
1910,44046,Bueña,368,40.75
1910,44047,Burbáguena,1168,39.02
1910,44048,Cabra de Mora,538,34.31
1910,44049,Calaceite,2777,81.33
1910,44050,Calamocha,6385,316.63
1910,44051,Calanda,4286,112.25
1910,44052,Calomarde,431,28.18
1910,44053,Camañas,500,78.67
1910,44054,Camarena de la Sierra,881,79.54
1910,44055,Camarillas,782,50.55
1910,44056,Caminreal,1420,44.39
1910,44059,Cantavieja,2049,124.56
1910,44060,Cañada de Benatanduz,611,34.89
1910,44061,La Cañada de Verich,318,10.86
1910,44062,Cañada Vellida,192,23
1910,44063,Cañizar del Olivar,579,22.29
1910,44064,Cascante del Río,612,32.38
1910,44065,Castejón de Tornos,492,17.56
1910,44066,Castel de Cabra,603,29.44
1910,44067,Castelnou,549,37.09
1910,44068,Castelserás,2154,31.52
1910,44070,El Castellar,491,50.33
1910,44071,Castellote,5398,235.18
1910,44074,Cedrillas,987,73.57
1910,44075,Celadas,883,100.45
1910,44076,Cella,2751,124.68
1910,44077,La Cerollera,465,33.75
1910,44080,La Codoñera,1099,20.97
1910,44082,Corbalán,480,82.44
1910,44084,Cortes de Aragón,531,24.43
1910,44085,Cosa,415,54.81
1910,44086,Cretas,1698,52.66
1910,44087,Crivillén,997,42.03
1910,44088,La Cuba,396,6.51
1910,44089,Cubla,309,48.63
1910,44090,Cucalón,523,31.93
1910,44092,El Cuervo,481,20.76
1910,44093,Cuevas de Almudén,233,35.85
1910,44094,Cuevas Labradas,401,40.81
1910,44096,Ejulve,1413,109.49
1910,44097,Escorihuela,546,56.99
1910,44099,Escucha,751,41.57
1910,44100,Estercuel,1256,55.59
1910,44101,Ferreruela de Huerva,293,20.44
1910,44102,Fonfría,189,20.58
1910,44103,Formiche Alto,942,78.17
1910,44105,Fórnoles,753,32.56
1910,44106,Fortanete,1406,168.21
1910,44107,Foz-Calanda,764,37.87
1910,44108,La Fresneda,1915,39.48
1910,44109,Frías de Albarracín,696,50.79
1910,44110,Fuenferrada,407,24.53
1910,44111,Fuentes Calientes,253,25.01
1910,44112,Fuentes Claras,1179,36.91
1910,44113,Fuentes de Rubielos,882,38.91
1910,44114,Fuentespalda,938,39
1910,44115,Galve,450,61.23
1910,44116,Gargallo,609,30.08
1910,44117,Gea de Albarracín,1110,57
1910,44118,La Ginebrosa,1152,80
1910,44119,Griegos,429,31.77
1910,44120,Guadalaviar,562,28.08
1910,44121,Gúdar,689,60.77
1910,44122,Híjar,3776,165.36
1910,44123,Hinojosa de Jarque,521,36.47
1910,44124,La Hoz de la Vieja,975,43.73
1910,44125,Huesa del Común,1432,61.69
1910,44126,La Iglesuela del Cid,1486,40.29
1910,44127,Jabaloyas,959,61.73
1910,44128,Jarque de la Val,290,29.23
1910,44129,Jatiel,252,10.84
1910,44130,Jorcas,429,26
1910,44131,Josa,646,28.23
1910,44132,Lagueruela,294,26.32
1910,44133,Lanzuela,224,14.22
1910,44135,Libros,755,37.91
1910,44136,Lidón,316,40
1910,44137,Linares de Mora,1679,116.28
1910,44138,Loscos,1522,71.78
1910,44141,Lledó,629,15.61
1910,44142,Maicas,440,24.74
1910,44143,Manzanera,2985,168.66
1910,44144,Martín del Río,825,54.88
1910,44145,Mas de las Matas,2223,29.99
1910,44146,La Mata de los Olmos,467,23.73
1910,44147,Mazaleón,1443,86.25
1910,44148,Mezquita de Jarque,319,31.14
1910,44149,Mirambel,851,45.47
1910,44150,Miravete de la Sierra,496,36.51
1910,44151,Molinos,1410,79.61
1910,44152,Monforte de Moyuela,745,47.74
1910,44153,Monreal del Campo,2606,89.05
1910,44154,Monroyo,1311,79.23
1910,44155,Montalbán,2229,82.04
1910,44156,Monteagudo del Castillo,476,44.36
1910,44157,Monterde de Albarracín,505,45.21
1910,44158,Mora de Rubielos,3101,166.23
1910,44159,Moscardón,496,26.93
1910,44160,Mosqueruela,3140,265.03
1910,44161,Muniesa,1917,129
1910,44163,Noguera de Albarracín,493,47.44
1910,44164,Nogueras,380,18.85
1910,44165,Nogueruelas,1244,99.49
1910,44167,Obón,1343,68.38
1910,44168,Odón,925,74.24
1910,44169,Ojos Negros,2573,90.92
1910,44171,Olba,1743,20.99
1910,44172,Oliete,2533,85.48
1910,44173,Los Olmos,586,43.97
1910,44174,Orihuela del Tremedal,897,71.52
1910,44175,Orrios,418,35
1910,44176,Palomar de Arroyos,654,33.62
1910,44177,Pancrudo,1013,100.12
1910,44178,Las Parras de Castellote,1201,42.13
1910,44179,Peñarroya de Tastavins,1608,83.28
1910,44180,Peracense,419,28.66
1910,44181,Peralejos,272,36
1910,44182,Perales del Alfambra,778,104.24
1910,44183,Pitarque,883,54.35
1910,44184,Plou,574,17.21
1910,44185,El Pobo,556,63
1910,44187,La Portellada,815,21.37
1910,44189,Pozondón,592,67.64
1910,44190,Pozuel del Campo,603,27.85
1910,44191,La Puebla de Híjar,2360,17.03
1910,44192,La Puebla de Valverde,2193,17.03
1910,44193,Puertomingalvo,1406,103.62
1910,44194,Ráfales,900,35.61
1910,44195,Rillo,447,53.31
1910,44196,Riodeva,697,34.34
1910,44197,Ródenas,487,44.26
1910,44198,Royuela,476,32
1910,44199,Rubiales,269,27.42
1910,44200,Rubielos de la Cérida,472,66
1910,44201,Rubielos de Mora,2388,66
1910,44203,Salcedillo,159,16.89
1910,44204,Saldón,479,28.37
1910,44205,Samper de Calanda,2815,142
1910,44206,San Agustín,1240,56.57
1910,44207,San Martín del Río,983,5.42
1910,44208,Santa Cruz de Nogueras,367,19.51
1910,44209,Santa Eulalia,1469,80.97
1910,44210,Sarrión,2390,140.44
1910,44211,Segura de los Baños,840,54.15
1910,44212,Seno,455,17.85
1910,44213,Singra,435,36.72
1910,44215,Terriente,1145,47.98
1910,44216,Teruel,15832,440.41
1910,44217,Toril y Masegoso,362,30.67
1910,44218,Tormón,267,29.34
1910,44219,Tornos,584,48.95
1910,44220,Torralba de los Sisones,623,40.39
1910,44221,Torrecilla de Alcañiz,1128,26.76
1910,44222,Torrecilla del Rebollar,849,26.76
1910,44223,Torre de Arcas,463,34.28
1910,44224,Torre de las Arcas,551,37.17
1910,44225,Torre del Compte,790,19.46
1910,44226,Torrelacárcel,635,35.54
1910,44227,Torre los Negros,462,29.15
1910,44228,Torremocha de Jiloca,458,33.94
1910,44229,Torres de Albarracín,599,28.31
1910,44230,Torrevelilla,890,33.44
1910,44231,Torrijas,620,57.34
1910,44232,Torrijo del Campo,1379,44.04
1910,44234,Tramacastiel,608,47.29
1910,44235,Tramacastilla,409,24.81
1910,44236,Tronchón,991,57.11
1910,44237,Urrea de Gaén,1258,41.12
1910,44238,Utrillas,1196,39.82
1910,44239,Valacloche,219,15.02
1910,44240,Valbona,765,40.72
1910,44241,Valdealgorfa,1819,46.93
1910,44243,Valdecuenca,388,18.64
1910,44244,Valdelinares,816,55.09
1910,44245,Valdeltormo,774,16
1910,44246,Valderrobres,3262,124.04
1910,44247,Valjunquera,1297,41.84
1910,44249,El Vallecillo,510,21.59
1910,44250,Veguillas de la Sierra,272,13.67
1910,44251,Villafranca del Campo,1027,63.64
1910,44252,Villahermosa del Campo,248,19
1910,44256,Villanueva del Rebollar de la Sierra,314,75.99
1910,44257,Villar del Cobo,648,54.13
1910,44258,Villar del Salz,644,38.69
1910,44260,Villarluengo,1968,157.89
1910,44261,Villarquemado,998,56.43
1910,44262,Villarroya de los Pinares,942,91
1910,44263,Villastar,731,39.05
1910,44264,Villel,1210,85.38
1910,44265,Vinaceite,654,50.07
1910,44266,Visiedo,593,55.53
1910,44267,Vivel del Río Martín,981,51.16
1910,44268,La Zoma,167,14
1920,44001,Ababuj,409,54
1920,44002,Abejuela,696,86.67
1920,44003,Aguatón,179,21.64
1920,44004,Aguaviva,1761,42.15
1920,44005,Aguilar del Alfambra,536,39.04
1920,44006,Alacón,1070,47
1920,44007,Alba,732,69.53
1920,44008,Albalate del Arzobispo,4726,205.69
1920,44009,Albarracín,1780,452.72
1920,44010,Albentosa,1168,68
1920,44011,Alcaine,1108,57.38
1920,44012,Alcalá de la Selva,1667,104.95
1920,44013,Alcañiz,8596,472.12
1920,44014,Alcorisa,3654,121
1920,44016,Alfambra,1399,122.44
1920,44017,Aliaga,1638,193.08
1920,44018,Almohaja,258,25.55
1920,44019,Alobras,533,30.72
1920,44020,Alpeñés,248,28.62
1920,44021,Allepuz,941,67.26
1920,44022,Alloza,1882,81
1920,44023,Allueva,220,18.65
1920,44024,Anadón,349,24.62
1920,44025,Andorra,3084,141.36
1920,44026,Arcos de las Salinas,1160,112.99
1920,44027,Arens de Lledó,725,34.27
1920,44028,Argente,699,62.58
1920,44029,Ariño,1555,81.93
1920,44031,Azaila,777,81.44
1920,44032,Bádenas,368,31.31
1920,44033,Báguena,1430,25.17
1920,44034,Bañón,676,54.27
1920,44035,Barrachina,658,24.86
1920,44036,Bea,186,23.37
1920,44037,Beceite,1965,96.72
1920,44038,Belmonte de San José,745,43.68
1920,44039,Bello,1275,52.49
1920,44040,Berge,743,42.64
1920,44041,Bezas,368,26.32
1920,44042,Blancas,965,73
1920,44043,Blesa,1392,80.39
1920,44044,Bordón,567,29.98
1920,44045,Bronchales,1110,59
1920,44046,Bueña,419,40.75
1920,44047,Burbáguena,1227,39.02
1920,44048,Cabra de Mora,463,34.31
1920,44049,Calaceite,2899,81.33
1920,44050,Calamocha,7099,316.63
1920,44051,Calanda,4251,112.25
1920,44052,Calomarde,382,28.18
1920,44053,Camañas,445,78.67
1920,44054,Camarena de la Sierra,900,79.54
1920,44055,Camarillas,717,50.55
1920,44056,Caminreal,1649,44.39
1920,44059,Cantavieja,2005,124.56
1920,44060,Cañada de Benatanduz,522,34.89
1920,44061,La Cañada de Verich,274,10.86
1920,44062,Cañada Vellida,211,23
1920,44063,Cañizar del Olivar,503,22.29
1920,44064,Cascante del Río,576,32.38
1920,44065,Castejón de Tornos,518,17.56
1920,44066,Castel de Cabra,530,29.44
1920,44067,Castelnou,505,37.09
1920,44068,Castelserás,2186,31.52
1920,44070,El Castellar,489,50.33
1920,44071,Castellote,4890,235.18
1920,44074,Cedrillas,1029,73.57
1920,44075,Celadas,907,100.45
1920,44076,Cella,3197,124.68
1920,44077,La Cerollera,415,33.75
1920,44080,La Codoñera,1223,20.97
1920,44082,Corbalán,469,82.44
1920,44084,Cortes de Aragón,519,24.43
1920,44085,Cosa,419,54.81
1920,44086,Cretas,1801,52.66
1920,44087,Crivillén,845,42.03
1920,44088,La Cuba,376,6.51
1920,44089,Cubla,327,48.63
1920,44090,Cucalón,515,31.93
1920,44092,El Cuervo,567,20.76
1920,44093,Cuevas de Almudén,252,35.85
1920,44094,Cuevas Labradas,393,40.81
1920,44096,Ejulve,1352,109.49
1920,44097,Escorihuela,537,56.99
1920,44099,Escucha,806,41.57
1920,44100,Estercuel,1152,55.59
1920,44101,Ferreruela de Huerva,297,20.44
1920,44102,Fonfría,207,20.58
1920,44103,Formiche Alto,962,78.17
1920,44105,Fórnoles,792,32.56
1920,44106,Fortanete,1355,168.21
1920,44107,Foz-Calanda,710,37.87
1920,44108,La Fresneda,2008,39.48
1920,44109,Frías de Albarracín,672,50.79
1920,44110,Fuenferrada,339,24.53
1920,44111,Fuentes Calientes,268,25.01
1920,44112,Fuentes Claras,1178,36.91
1920,44113,Fuentes de Rubielos,871,38.91
1920,44114,Fuentespalda,821,39
1920,44115,Galve,407,61.23
1920,44116,Gargallo,614,30.08
1920,44117,Gea de Albarracín,1076,57
1920,44118,La Ginebrosa,991,80
1920,44119,Griegos,481,31.77
1920,44120,Guadalaviar,631,28.08
1920,44121,Gúdar,657,60.77
1920,44122,Híjar,3850,165.36
1920,44123,Hinojosa de Jarque,510,36.47
1920,44124,La Hoz de la Vieja,977,43.73
1920,44125,Huesa del Común,1223,61.69
1920,44126,La Iglesuela del Cid,1430,40.29
1920,44127,Jabaloyas,708,61.73
1920,44128,Jarque de la Val,338,29.23
1920,44129,Jatiel,257,10.84
1920,44130,Jorcas,384,26
1920,44131,Josa,526,28.23
1920,44132,Lagueruela,283,26.32
1920,44133,Lanzuela,238,14.22
1920,44135,Libros,794,37.91
1920,44136,Lidón,345,40
1920,44137,Linares de Mora,1515,116.28
1920,44138,Loscos,1461,71.78
1920,44141,Lledó,543,15.61
1920,44142,Maicas,390,24.74
1920,44143,Manzanera,2368,168.66
1920,44144,Martín del Río,882,54.88
1920,44145,Mas de las Matas,2142,29.99
1920,44146,La Mata de los Olmos,445,23.73
1920,44147,Mazaleón,1627,86.25
1920,44148,Mezquita de Jarque,326,31.14
1920,44149,Mirambel,791,45.47
1920,44150,Miravete de la Sierra,399,36.51
1920,44151,Molinos,1150,79.61
1920,44152,Monforte de Moyuela,740,47.74
1920,44153,Monreal del Campo,2737,89.05
1920,44154,Monroyo,1184,79.23
1920,44155,Montalbán,2339,82.04
1920,44156,Monteagudo del Castillo,531,44.36
1920,44157,Monterde de Albarracín,531,45.21
1920,44158,Mora de Rubielos,2898,166.23
1920,44159,Moscardón,503,26.93
1920,44160,Mosqueruela,3010,265.03
1920,44161,Muniesa,2112,129
1920,44163,Noguera de Albarracín,583,47.44
1920,44164,Nogueras,333,18.85
1920,44165,Nogueruelas,1006,99.49
1920,44167,Obón,1130,68.38
1920,44168,Odón,958,74.24
1920,44169,Ojos Negros,2114,90.92
1920,44171,Olba,1793,20.99
1920,44172,Oliete,2327,85.48
1920,44173,Los Olmos,518,43.97
1920,44174,Orihuela del Tremedal,1052,71.52
1920,44175,Orrios,409,35
1920,44176,Palomar de Arroyos,612,33.62
1920,44177,Pancrudo,1097,100.12
1920,44178,Las Parras de Castellote,985,42.13
1920,44179,Peñarroya de Tastavins,1600,83.28
1920,44180,Peracense,431,28.66
1920,44181,Peralejos,279,36
1920,44182,Perales del Alfambra,848,104.24
1920,44183,Pitarque,889,54.35
1920,44184,Plou,493,17.21
1920,44185,El Pobo,553,63
1920,44187,La Portellada,823,21.37
1920,44189,Pozondón,595,67.64
1920,44190,Pozuel del Campo,602,27.85
1920,44191,La Puebla de Híjar,2724,17.03
1920,44192,La Puebla de Valverde,2242,17.03
1920,44193,Puertomingalvo,1421,103.62
1920,44194,Ráfales,907,35.61
1920,44195,Rillo,527,53.31
1920,44196,Riodeva,765,34.34
1920,44197,Ródenas,503,44.26
1920,44198,Royuela,482,32
1920,44199,Rubiales,254,27.42
1920,44200,Rubielos de la Cérida,474,66
1920,44201,Rubielos de Mora,2129,66
1920,44203,Salcedillo,134,16.89
1920,44204,Saldón,470,28.37
1920,44205,Samper de Calanda,2626,142
1920,44206,San Agustín,1477,56.57
1920,44207,San Martín del Río,919,5.42
1920,44208,Santa Cruz de Nogueras,345,19.51
1920,44209,Santa Eulalia,2140,80.97
1920,44210,Sarrión,2396,140.44
1920,44211,Segura de los Baños,754,54.15
1920,44212,Seno,389,17.85
1920,44213,Singra,455,36.72
1920,44215,Terriente,1135,47.98
1920,44216,Teruel,15145,440.41
1920,44217,Toril y Masegoso,344,30.67
1920,44218,Tormón,310,29.34
1920,44219,Tornos,740,48.95
1920,44220,Torralba de los Sisones,609,40.39
1920,44221,Torrecilla de Alcañiz,1087,26.76
1920,44222,Torrecilla del Rebollar,918,26.76
1920,44223,Torre de Arcas,524,34.28
1920,44224,Torre de las Arcas,521,37.17
1920,44225,Torre del Compte,848,19.46
1920,44226,Torrelacárcel,705,35.54
1920,44227,Torre los Negros,496,29.15
1920,44228,Torremocha de Jiloca,512,33.94
1920,44229,Torres de Albarracín,540,28.31
1920,44230,Torrevelilla,798,33.44
1920,44231,Torrijas,571,57.34
1920,44232,Torrijo del Campo,1443,44.04
1920,44234,Tramacastiel,600,47.29
1920,44235,Tramacastilla,387,24.81
1920,44236,Tronchón,880,57.11
1920,44237,Urrea de Gaén,1372,41.12
1920,44238,Utrillas,1381,39.82
1920,44239,Valacloche,238,15.02
1920,44240,Valbona,709,40.72
1920,44241,Valdealgorfa,1882,46.93
1920,44243,Valdecuenca,432,18.64
1920,44244,Valdelinares,724,55.09
1920,44245,Valdeltormo,831,16
1920,44246,Valderrobres,3197,124.04
1920,44247,Valjunquera,1322,41.84
1920,44249,El Vallecillo,442,21.59
1920,44250,Veguillas de la Sierra,211,13.67
1920,44251,Villafranca del Campo,1098,63.64
1920,44252,Villahermosa del Campo,274,19
1920,44256,Villanueva del Rebollar de la Sierra,330,75.99
1920,44257,Villar del Cobo,586,54.13
1920,44258,Villar del Salz,466,38.69
1920,44260,Villarluengo,1733,157.89
1920,44261,Villarquemado,1310,56.43
1920,44262,Villarroya de los Pinares,875,91
1920,44263,Villastar,719,39.05
1920,44264,Villel,1282,85.38
1920,44265,Vinaceite,653,50.07
1920,44266,Visiedo,620,55.53
1920,44267,Vivel del Río Martín,956,51.16
1920,44268,La Zoma,160,14
1930,44001,Ababuj,373,54
1930,44002,Abejuela,597,86.67
1930,44003,Aguatón,194,21.64
1930,44004,Aguaviva,1863,42.15
1930,44005,Aguilar del Alfambra,494,39.04
1930,44006,Alacón,1038,47
1930,44007,Alba,786,69.53
